x,50.xy,Ycalc,Diff,Gd2O3,UO2
33.42,155,177.96973,-22.9697303,39.5530338,93.4011816
33.44,129,162.388944,-33.388944,36.1002475,81.290884
33.46,139,149.453317,-10.453317,33.0686753,71.4043324
33.48,118,138.586544,-20.586544,30.3968767,63.2266626
33.5,103,129.363128,-26.3631281,28.0328857,56.3843438
33.52,98,121.462695,-23.4626948,25.9329325,50.6007714
33.54,103,114.640054,-11.6400537,24.0602279,45.6675447
33.56,108,108.704857,-0.704856605,22.3838598,41.4252275
33.58,99,103.507431,-4.50743073,20.8778225,37.7501533
33.6,82,98.9287202,-16.9287202,19.5201836,34.5451986
33.62,92,94.87302,-2.87302002,18.2923824,31.7332196
33.64,111,91.2626493,19.7373507,17.1786465,29.252308
33.66,92,88.0339928,3.96600719,16.1655131,27.0523115
33.68,100,85.1345247,14.8654753,15.2414377,25.0922492
33.7,85,82.5205453,2.4794547,14.3964758,23.3383661
33.72,86,80.1554425,5.84455754,13.6220236,21.762654
33.74,77,78.0083431,-1.00834311,12.9106071,20.3417143
33.76,69,76.0530573,-7.0530573,12.2557088,19.0558747
33.78,71,74.2672444,-3.26724445,11.6516253,17.8884983
33.8,72,72.6317493,-0.631749264,11.0933494,16.8254373
33.82,68,71.1300689,-3.1300689,10.5764718,15.8545985
33.84,65,69.7479505,-4.74795053,10.0971271,14.9655946
33.86,70,68.4731488,1.52685123,9.65203256,14.1494633
33.88,69,67.2944206,1.70557935,9.23771174,13.3984385
33.9,60,66.2025075,-6.20250753,8.85166322,12.705763
33.92,60,65.1890792,-5.18907923,8.49145833,12.0655358
33.94,63,64.2467924,-1.24679244,8.15492663,11.4725842
33.96,60,63.369154,-3.36915395,7.84012456,10.9223588
33.98,60,62.5504055,-2.55040552,7.54530848,10.4108455
34,73,61.7854268,11.2145732,7.26891135,9.93449103
34.02,63,61.0696528,1.93034722,7.00952263,9.49014143
34.04,92,60.399004,31.600996,6.76587081,9.07498892
34.06,60,59.7698263,0.230173727,6.53680819,8.6865274
34.08,63,59.1788397,3.82116026,6.32129773,8.32251429
34.1,59,58.6230945,0.376905479,6.11840153,7.98093795
34.12,49,58.0999328,-9.09993282,5.9272708,7.65998966
34.14,59,57.606956,1.39304397,5.74713714,7.35803954
34.16,63,57.1419963,5.85800369,5.57730489,7.07361574
34.18,48,56.7030919,-8.70309187,5.41714446,6.80538635
34.2,70,56.2884655,13.7115345,5.26608664,6.55214373
34.22,58,55.896506,2.10349396,5.1236175,6.31279086
34.24,64,55.5257518,8.47424824,4.98927413,6.08632936
34.26,51,55.1748766,-4.17487663,4.86264095,5.87184905
34.28,69,54.8426778,14.1573222,4.7433466,5.66851875
34.3,48,54.5281128,-6.52811276,4.63110927,5.47557817
34.32,58,54.2322469,3.76775311,4.52769111,5.29233079
34.34,54,53.9645825,0.0354175185,4.44323384,5.11813754
34.36,67,53.6972314,13.3027686,4.35043693,4.95241119
34.38,44,53.4440657,-9.44406572,4.26371299,4.7946114
34.4,55,53.2044444,1.79555564,4.18291931,4.64424028
34.42,59,52.9778016,6.02219841,4.10794984,4.50083846
34.44,60,52.7636443,7.23635575,4.03873616,4.36398153
34.46,50,52.5615503,-2.56155033,3.97524912,4.23327696
34.48,65,52.3711685,12.6288315,3.91750128,4.10836121
34.5,59,52.1922188,6.80778122,3.86555011,3.98889721
34.52,42,52.0244946,-10.0244946,3.81950224,3.8745721
34.54,55,51.8678662,3.1321338,3.77951894,3.76509515
34.56,52,51.7222856,0.27771437,3.74582313,3.6601959
34.58,61,51.587794,9.41220598,3.7187081,3.55962253
34.6,57,51.4645311,5.53546892,3.69854869,3.46314028
34.62,44,51.3527477,-7.35274767,3.68581511,3.37053013
34.64,62,51.2528219,10.7471781,3.6810904,3.28158752
34.66,57,51.1652795,5.83472052,3.68509191,3.19612122
34.68,54,51.0908195,2.90918054,3.6986979,3.11395233
34.7,62,51.0303452,10.9696548,3.72297972,3.0349133
34.72,51,50.9850024,0.0149975912,3.75924033,2.9588471
34.74,63,50.956223,12.043777,3.80905941,2.88560644
34.76,44,50.9457759,-6.94577591,3.87434464,2.81505301
34.78,41,50.9558228,-9.9558228,3.95738787,2.74705691
34.8,43,50.9889754,-7.98897541,4.0609234,2.68149596
34.82,46,51.0483502,-5.04835015,4.18818299,2.61825521
34.84,51,51.1376098,-0.137609782,4.342938,2.55722642
34.86,47,51.2609759,-4.26097594,4.52951249,2.49830758
34.88,51,51.4231844,-0.42318437,4.75273875,2.44140251
34.9,52,51.6293357,0.370664338,5.01780854,2.38642043
34.92,50,51.884565,-1.88456502,5.32994315,2.33327564
34.94,50,52.1934148,-2.19341482,5.69376634,2.28188716
34.96,44,52.5587514,-8.55875137,6.11222137,2.2321784
34.98,41,52.9800531,-11.9800531,6.58485952,2.18407694
35,62,53.4509828,8.54901719,7.10541254,2.13751419
35.02,40,53.956463,-13.956463,7.65886834,2.09242521
35.04,53,54.4701119,-1.47011193,8.21890702,2.04874841
35.06,49,54.9537538,-5.95375381,8.74741168,2.00642544
35.08,66,55.3611237,10.6388763,9.19817315,1.96540088
35.1,58,55.6466455,2.35335452,9.52566831,1.92562215
35.12,50,55.7768037,-5.77680371,9.69643206,1.8870393
35.14,58,55.7383677,2.26163232,9.69728158,1.84960486
35.16,42,55.5387044,-13.5387044,9.53562941,1.81327368
35.18,45,55.1992163,-10.1992163,9.2329214,1.77800283
35.2,47,54.7477119,-7.74771193,8.81700729,1.74375143
35.22,64,54.2141627,9.7858373,8.31789788,1.71048055
35.24,56,53.6292857,2.37071428,7.76634779,1.67815312
35.26,46,53.0230793,-7.02307933,7.1923911,1.64673378
35.28,58,52.4222152,5.57778478,6.62273361,1.61618885
35.3,61,51.8474523,9.15254768,6.07816686,1.58648615
35.32,59,51.3124789,7.68752107,5.57241025,1.55759501
35.34,52,50.824413,1.17558698,5.11261146,1.52948611
35.36,64,50.3852793,13.6147207,4.70082362,1.50213147
35.38,56,49.9936978,6.00630221,4.33569399,1.47550433
35.4,66,49.6463204,16.3536796,4.01390043,1.44957911
35.42,50,49.3388665,0.661133537,3.73118715,1.42433136
35.44,57,49.0667917,7.93320832,3.48303373,1.39973766
35.46,51,48.8256808,2.17431916,3.26504777,1.37577562
35.48,58,48.6114548,9.38854524,3.07317198,1.35242379
35.5,52,48.4204614,3.57953861,2.9037753,1.32966161
35.52,53,48.2494985,4.75050146,2.75367567,1.3074694
35.54,52,48.0957985,3.90420153,2.62012467,1.28582827
35.56,51,47.9569928,3.04300722,2.50077242,1.26472014
35.58,42,47.8310687,-5.83106868,2.39362396,1.24412764
35.6,57,47.7163231,9.28367694,2.29699327,1.2240341
35.62,53,47.6113181,5.38868188,2.209459,1.20442353
35.64,59,47.5148406,11.4851594,2.12982367,1.18528057
35.66,56,47.4258654,8.57413458,2.05707748,1.16659048
35.68,52,47.3435246,4.65647542,1.99036696,1.14833907
35.7,53,47.2670803,5.73291971,1.92896845,1.13051273
35.72,58,47.1959029,10.8040971,1.8722658,1.11309835
35.74,56,47.1294524,8.87054765,1.81973211,1.09608333
35.76,54,47.0672634,6.93273657,1.77091465,1.07945555
35.78,53,47.0089351,5.99106487,1.72542456,1.06320336
35.8,53,46.9541402,6.04585983,1.68294626,1.04731551
35.82,41,46.9025813,-5.90258128,1.64319373,1.0317812
35.84,51,46.8538938,4.14610624,1.60581317,1.01659002
35.86,38,46.807902,-8.80790198,1.57063943,1.00173193
35.88,42,46.7643963,-4.76439632,1.53747304,0.987197257
35.9,48,46.7231908,1.27680925,1.50613774,0.972976692
35.92,42,46.6841196,-4.68411958,1.4764773,0.959061242
35.94,54,46.6470348,7.35296521,1.44835284,0.945442239
35.96,57,46.6118038,10.3881962,1.4216406,0.932111322
35.98,51,46.5783074,4.42169261,1.39622994,0.919060421
36,48,46.5464382,1.45356177,1.37202175,0.906281747
36.02,55,46.5160992,8.48390082,1.3489269,0.893767781
36.04,43,46.4871952,-3.48719519,1.32685808,0.881511259
36.06,45,46.4596387,-1.45963875,1.30573527,0.869505169
36.08,44,46.4333508,-2.43335084,1.28548671,0.857742732
36.1,55,46.4082522,8.59174778,1.26604017,0.8462174
36.12,45,46.3842451,-1.38424513,1.24730472,0.83492284
36.14,56,46.3610254,9.6389746,1.22898281,0.823852933
36.16,42,46.3393349,-4.3393349,1.21182268,0.813001759
36.18,62,46.3186545,15.6813455,1.1953114,0.80236361
36.2,47,46.2951653,0.704834669,1.17941193,0.788157152
36.22,39,46.2527285,-7.25272846,1.16409038,0.754277835
36.24,49,46.1648563,2.83514369,1.14931572,0.674269582
36.26,53,45.9434793,7.0565207,1.13505954,0.460091724
36.28,42,45.9311522,-3.93115225,1.12129579,0.454325626
36.3,38,45.9195467,-7.91954673,1.10800057,0.448667242
36.32,34,45.9086377,-11.9086377,1.09515199,0.443113906
36.34,46,45.8984019,0.101598056,1.08272995,0.437663034
36.36,44,45.8888181,-1.88881813,1.07071608,0.43231212
36.38,54,45.8798665,8.1201335,1.05909357,0.427058735
36.4,44,45.8715289,-1.87152888,1.04784709,0.421900525
36.42,43,45.8637886,-2.86378856,1.03696272,0.416835202
36.44,49,45.8566302,3.14336977,1.02642787,0.411860552
36.46,61,45.8500409,15.1499591,1.01623222,0.406974422
36.48,45,45.8440335,-0.844033529,1.00639123,0.402174725
36.5,46,45.8385724,0.161427592,0.99687183,0.397459435
36.52,38,45.8336159,-7.83361587,0.987634786,0.392826583
36.54,48,45.8291848,2.17081522,0.978703367,0.38827426
36.56,54,45.8252718,8.17472815,0.970072667,0.38380061
36.58,50,45.8218713,4.1781287,0.961739208,0.37940383
36.6,47,45.8189789,1.18102107,0.953701053,0.375082169
36.62,42,45.8165923,-3.81659231,0.945957976,0.370833927
36.64,42,45.814711,-3.81471095,0.938511666,0.366657449
36.66,47,45.8133366,1.18666339,0.931365996,0.362551129
36.68,61,45.8124736,15.1875264,0.924527356,0.358513403
36.7,50,45.8121292,4.18787079,0.918005049,0.354542752
36.72,57,45.8123141,11.1876859,0.911811758,0.350637699
36.74,44,45.8130429,-1.81304294,0.905964079,0.346796808
36.76,45,45.8143349,-0.814334867,0.900483088,0.343018679
36.78,59,45.8162142,13.1837858,0.895394929,0.339301954
36.8,47,45.8187107,1.18128932,0.890731326,0.335645309
36.82,48,45.8218603,2.1781397,0.886529936,0.332047455
36.84,43,45.8257048,-2.8257048,0.882834321,0.32850714
36.86,48,45.8302912,2.16970884,0.879693208,0.325023142
36.88,51,45.8354153,5.16458471,0.877158484,0.32134001
36.9,66,45.8293672,20.1706328,0.875281028,0.305697382
36.92,60,45.7946479,14.2053521,0.874103063,0.260554619
36.94,49,45.647067,3.35293296,0.873645305,0.101701131
36.96,62,45.5574666,16.4425334,0.873887227,0
36.98,44,45.5703062,-1.57030618,0.874740078,0
37,51,45.5836965,5.41630355,0.876016309,0
37.02,40,45.5973276,-5.59732755,0.877406541,0
37.04,48,45.6107722,2.38922783,0.878483992,0
37.06,52,45.6235385,6.37646149,0.878757409,0
37.08,45,45.6351738,-0.635173813,0.877774548,0
37.1,43,45.6453814,-2.64538138,0.875239256,0
37.12,49,45.6540871,3.34591295,0.871077909,0
37.14,32,45.6614162,-13.6614162,0.865416437,0
37.16,48,45.66761,2.33238996,0.858496509,0
37.18,46,45.6729485,0.327051482,0.850598691,0
37.2,50,45.6777195,4.32228046,0.842011395,0
37.22,40,45.6822175,-5.68221754,0.833029605,0
37.24,49,45.6867375,3.31326247,0.823948866,0
37.26,52,45.6915435,6.30845647,0.815033733,0
37.28,47,45.6968511,1.30314887,0.806500348,0
37.3,52,45.702805,6.29719499,0.79849392,0
37.32,41,45.7094835,-4.70948346,0.79109328,0
37.34,43,45.7169121,-2.71691212,0.784324634,0
37.36,49,45.7250809,3.27491914,0.778178363,0
37.38,42,45.7339584,-3.7339584,0.772623759,0
37.4,42,45.7435033,-3.74350328,0.767619899,0
37.42,53,45.753671,7.24632904,0.76312278,0
37.44,53,45.7644181,7.23558193,0.759089588,0
37.46,50,45.7757048,4.22429525,0.755481009,0
37.48,39,45.7874957,-6.7874957,0.752262291,0
37.5,54,45.7997605,8.20023948,0.749403579,0
37.52,56,45.8124736,10.1875264,0.746879828,0
37.54,48,45.8256139,2.17438611,0.744670494,0
37.56,48,45.8391643,2.16083566,0.742759132,0
37.58,49,45.8531116,3.14688835,0.741132964,0
37.6,52,45.8674457,6.13255428,0.739782457,0
37.62,46,45.8821593,0.117840655,0.738700938,0
37.64,53,45.8972478,7.10275219,0.737884263,0
37.66,55,45.9127087,9.08729134,0.737330526,0
37.68,44,45.9285415,-1.92854145,0.737039835,0
37.7,52,45.9447476,6.05525244,0.737014123,0
37.72,52,45.9613301,6.03866994,0.73725702,0
37.74,50,45.9787233,4.02127671,0.738203419,0
37.76,48,46.0065228,1.99347716,0.749449472,0
37.78,48,46.0282216,1.97177838,0.754488645,0
37.8,52,46.0464036,5.95359635,0.755905505,0
37.82,53,46.0650008,6.9349992,0.757632494,0
37.84,53,46.0840255,6.91597455,0.759682554,0
37.86,53,46.1034917,6.89650833,0.7620703,0
37.88,38,46.1234153,-8.12341528,0.764812118,0
37.9,49,46.143814,2.85618599,0.767926292,0
37.92,50,46.1647076,3.83529239,0.771433147,0
37.94,46,46.1861181,-0.186118067,0.775355226,0
37.96,48,46.2080698,1.79193022,0.779717491,0
37.98,45,46.2305898,-1.23058981,0.784547557,0
38,49,46.2537081,2.74629187,0.789875967,0
38.02,53,46.277458,6.72254205,0.795736499,0
38.04,56,46.3018761,9.69812391,0.802166524,0
38.06,47,46.3270034,0.672996646,0.809207418,0
38.08,44,46.352885,-2.35288503,0.816905031,0
38.1,49,46.3795714,2.62042859,0.825310228,0
38.12,44,46.4071184,-2.40711843,0.83447951,0
38.14,43,46.4355884,-3.4355884,0.844475735,0
38.16,42,46.4650508,-4.46505077,0.855368941,0
38.18,46,46.4955832,-0.495583167,0.867237306,0
38.2,54,46.5272724,7.47272756,0.88016826,0
38.22,49,46.560216,2.43978399,0.894259773,0
38.24,37,46.5945233,-9.59452331,0.909621864,0
38.26,49,46.6303176,2.3696824,0.926378359,0
38.28,41,46.667738,-5.66773803,0.94466896,0
38.3,61,46.706942,14.293058,0.964651673,0
38.32,49,46.7481082,2.25189181,0.986505685,0
38.34,42,46.7914398,-4.79143976,1.01043478,0
38.36,43,46.8371686,-3.83716862,1.03667142,0
38.38,53,46.8855602,6.11443979,1.06548162,0
38.4,48,46.9369195,1.06308054,1.09717086,0
38.42,45,46.9915979,-1.99159792,1.13209129,0
38.44,53,47.0500025,5.94999745,1.17065042,0
38.46,46,47.1126064,-1.11260641,1.21332189,0
38.48,50,47.1799619,2.82003807,1.26065869,0
38.5,51,47.252717,3.74728296,1.31330934,0
38.52,48,47.3316351,0.668364864,1.37203781,0
38.54,52,47.4176193,4.58238072,1.4377477,0
38.56,50,47.5117414,2.48825864,1.51151152,0
38.58,52,47.6152768,4.3847232,1.59460522,0
38.6,53,47.7297448,5.27025515,1.68854865,0
38.62,58,47.8569825,10.1430175,1.79517938,0
38.64,46,47.9992997,-1.99929971,1.9168079,0
38.66,50,48.158827,1.84117303,2.05556532,0
38.68,50,48.338761,1.661239,2.21464891,0
38.7,40,48.5425583,-8.54255832,2.39751577,0
38.72,61,48.774167,12.225833,2.60811451,0
38.74,48,49.0379923,-1.03799229,2.85085107,0
38.76,42,49.3387762,-7.3387762,3.13046791,0
38.78,47,49.6813263,-2.68132627,3.45177318,0
38.8,52,50.0699984,1.93000158,3.81912338,0
38.82,53,50.5077986,2.49220137,4.23552508,0
38.84,50,50.9949501,-0.994950126,4.70120206,0
38.86,59,51.5268255,7.47317448,5.2115275,0
38.88,51,52.0913708,-1.0913708,5.75444799,0
38.9,62,52.6666606,9.33333942,6.3080387,0
38.92,46,53.2199897,-7.21998974,6.8395951,0
38.94,51,53.710442,-2.71044205,7.30820151,0
38.96,51,54.096131,-3.096131,7.67197202,0
38.98,46,54.3445281,-8.34452809,7.8983787,0
39,52,54.4409528,-2.44095276,7.97274154,0
39.02,55,54.3902108,0.609789155,7.89986699,0
39.04,49,54.2093476,-5.20934757,7.69680084,0
39.06,48,53.9215851,-5.92158512,7.38676581,0
39.08,41,53.5500397,-12.5500397,6.99287872,0
39.1,51,53.1176669,-2.11766688,6.53809573,0
39.12,46,52.6481632,-6.64816319,6.04611392,0
39.14,52,52.1652902,-0.165290184,5.54069541,0
39.16,47,51.6904817,-4.69048173,5.04327466,0
39.18,45,51.2404425,-6.24044247,4.57055689,0
39.2,52,50.8260925,1.17390749,4.13346277,0
39.22,54,50.4529678,3.54703219,3.73752883,0
39.24,41,50.1224425,-9.12244245,3.38412974,0
39.26,49,49.8331145,-0.833114465,3.07186411,0
39.28,53,49.5819799,3.41802007,2.79772858,0
39.3,71,49.3652813,21.6347187,2.55796618,0
39.32,52,49.1790566,2.82094345,2.34861548,0
39.34,47,49.0194632,-2.01946317,2.16583451,0
39.36,63,48.8829499,14.1170501,2.0060726,0
39.38,50,48.766333,1.233667,1.86614662,0
39.4,55,48.6668159,6.33318411,1.74326052,0
39.42,50,48.5819764,1.41802362,1.63499269,0
39.44,50,48.5097369,1.49026313,1.53926612,0
39.46,60,48.4483321,11.5516679,1.45431614,0
39.48,48,48.3962622,-0.396262242,1.37864341,0
39.5,48,48.352261,-0.352260994,1.3109823,0
39.52,51,48.3152593,2.6847407,1.25026429,0
39.54,41,48.284354,-7.284354,1.19558679,0
39.56,41,48.2587806,-7.25878064,1.14618594,0
39.58,48,48.2378904,-0.237890353,1.10141342,0
39.6,48,48.2211303,-0.221130292,1.06071696,0
39.62,50,48.2080275,1.7919725,1.02362419,0
39.64,50,48.1981756,1.80182442,0.989729281,0
39.66,38,48.1912238,-10.1912238,0.958682052,0
39.68,59,48.1868681,10.8131319,0.930179063,0
39.7,44,48.184844,-4.18484395,0.903956304,0
39.72,37,48.1849202,-11.1849202,0.87978321,0
39.74,39,48.1868942,-9.18689419,0.857457723,0
39.76,56,48.1905877,7.80941227,0.836802194,0
39.78,50,48.1958436,1.8041564,0.81765998,0
39.8,39,48.2025227,-9.20252272,0.799892573,0
39.82,48,48.2105017,-0.210501737,0.783377195,0
39.84,47,48.219671,-1.21967099,0.76800475,0
39.86,64,48.2299328,15.7700672,0.753678087,0
39.88,50,48.2411998,1.75880021,0.74031052,0
39.9,42,48.253394,-6.25339401,0.727824549,0
39.92,49,48.2664455,0.733554547,0.716150777,0
39.94,49,48.2802913,0.71970869,0.705226962,0
39.96,51,48.2948751,2.70512488,0.694997211,0
39.98,41,48.3101463,-7.31014626,0.685411469,0
40,48,48.3260625,-0.326062495,0.676428072,0
40.02,51,48.3425784,2.65742158,0.668002178,0
40.04,45,48.3596538,-3.35965381,0.660094126,0
40.06,48,48.3772586,-0.377258619,0.652674445,0
40.08,40,48.3953627,-8.39536269,0.645713533,0
40.1,47,48.4139389,-1.4139389,0.639184846,0
40.12,61,48.432963,12.567037,0.633064649,0
40.14,50,48.4524132,1.54758683,0.627331821,0
40.16,43,48.4722703,-5.47227031,0.621967689,0
40.18,62,48.4925175,13.5074825,0.616955896,0
40.2,55,48.5131399,6.48686009,0.612282317,0
40.22,40,48.5341573,-8.53415729,0.607967133,0
40.24,49,48.5574463,0.442553722,0.605887576,0
40.26,64,48.5804215,15.4195785,0.603458799,0
40.28,40,48.6024487,-8.60244866,0.600047212,0
40.3,49,48.6248107,0.37518933,0.596936131,0
40.32,48,48.6475065,-0.647506477,0.594125128,0
40.34,45,48.6705379,-3.67053791,0.591616588,0
40.36,51,48.69391,2.30609004,0.589416051,0
40.38,43,48.7176312,-5.71763116,0.587532627,0
40.4,42,48.7417142,-6.74171416,0.585979512,0
40.42,57,48.7661763,8.23382371,0.584774598,0
40.44,52,48.7910403,3.20895974,0.583941158,0
40.46,67,48.8163349,18.1836651,0.583508599,0
40.48,49,48.842096,0.157903981,0.583513221,0
40.5,47,48.8683669,-1.86836688,0.583998907,0
40.52,51,48.8951989,2.10480112,0.585017591,0
40.54,40,48.9226514,-8.92265145,0.586629253,0
40.56,55,48.9507912,6.04920884,0.588901035,0
40.58,60,48.9796893,11.0203107,0.59190475,0
40.6,63,49.0094166,13.9905834,0.595711706,0
40.62,39,49.0400337,-10.0400337,0.600383156,0
40.64,51,49.0715753,1.92842472,0.605954172,0
40.66,56,49.1040245,6.8959755,0.612408603,0
40.68,57,49.1372785,7.86272147,0.619644139,0
40.7,46,49.1711071,-3.17110708,0.627431019,0
40.72,42,49.2051175,-7.20511746,0.635377123,0
40.74,54,49.2387511,4.7612489,0.642924434,0
40.76,49,49.2713417,-0.271341735,0.649407213,0
40.78,47,49.3022466,-2.30224661,0.65418327,0
40.8,57,49.3310121,7.66898786,0.656799571,0
40.82,50,49.3569604,0.643039619,0.656578711,0
40.84,44,49.3789579,-5.37895789,0.652387792,0
40.86,49,49.3957323,-0.395732259,0.642954964,0
40.88,55,49.3979717,5.60202826,0.618969015,0
40.9,53,49.4063206,3.59367944,0.601074717,0
40.92,52,49.4255057,2.57449433,0.593999561,0
40.94,50,49.4442206,0.555779353,0.586437682,0
40.96,52,49.462821,2.53717902,0.578745102,0
40.98,45,49.4816365,-4.48163651,0.571252196,0
41,60,49.5009307,10.4990693,0.564223011,0
41.02,53,49.5208805,3.47911954,0.557834906,0
41.04,48,49.5415791,-1.5415791,0.552181828,0
41.06,35,49.5630542,-14.5630542,0.547291806,0
41.08,48,49.5852883,-1.58528835,0.543148092,0
41.1,51,49.608238,1.39176197,0.5397076,0
41.12,43,49.6318468,-6.63184684,0.5369145,0
41.14,56,49.6560546,6.34394539,0.534709158,0
41.16,53,49.6808028,3.31919725,0.533033516,0
41.18,56,49.7060372,6.29396285,0.531834,0
41.2,43,49.7317096,-6.73170956,0.531062893,0
41.22,49,49.757778,-0.757778002,0.530678752,0
41.24,49,49.7842067,-0.784206667,0.530646303,0
41.26,43,49.8109655,-6.81096553,0.530936052,0
41.28,56,49.8380298,6.16197017,0.531523762,0
41.3,62,49.8653795,12.1346205,0.532389892,0
41.32,58,49.8929995,8.10700049,0.533519983,0
41.34,52,49.9209025,2.07909752,0.534927138,0
41.36,52,49.9490563,2.05094373,0.536579746,0
41.38,50,49.9774224,0.0225775975,0.538439883,0
41.4,50,50.0060264,-0.00602643312,0.540533612,0
41.42,54,50.0348669,3.96513308,0.542860026,0
41.44,49,50.0639969,-1.06399691,0.545472688,0
41.46,50,50.0934203,-0.0934202525,0.548375972,0
41.48,57,50.1229799,6.87702015,0.55141331,0
41.5,63,50.1527885,12.8472115,0.554697983,0
41.52,53,50.1828537,2.81714632,0.558238093,0
41.54,54,50.2131848,3.78681518,0.562043486,0
41.56,42,50.243793,-8.243793,0.566125806,0
41.58,43,50.2746912,-7.27469124,0.570498574,0
41.6,50,50.3058945,-0.305894531,0.575177309,0
41.62,36,50.33742,-14.33742,0.580179669,0
41.64,48,50.3692872,-2.36928716,0.585525639,0
41.66,57,50.401518,6.59848202,0.591237744,0
41.68,56,50.4341373,5.56586271,0.597341316,0
41.7,41,50.467173,-9.46717302,0.603864798,0
41.72,51,50.5006566,0.499343426,0.610840108,0
41.74,48,50.5346233,-2.53462326,0.618303062,0
41.76,57,50.5691128,6.43088723,0.626293868,0
41.78,48,50.6041698,-2.60416979,0.634857705,0
41.8,59,50.6398446,8.36015539,0.644045401,0
41.82,43,50.676194,-7.67619402,0.653914226,0
41.84,35,50.7132821,-15.7132821,0.664528824,0
41.86,58,50.7511816,7.2488184,0.67596231,0
41.88,59,50.7899748,8.21002524,0.688297569,0
41.9,54,50.8297553,3.17024469,0.701628793,0
41.92,52,50.8706301,1.12936991,0.716063319,0
41.94,51,50.9127213,0.0872787309,0.731723824,0
41.96,46,50.956169,-4.95616903,0.748750982,0
41.98,59,51.0011347,7.99886526,0.767306666,0
42,54,51.0478049,2.95219511,0.787577864,0
42.02,49,51.0963959,-2.09639586,0.809781464,0
42.04,39,51.1471598,-12.1471598,0.834170112,0
42.06,47,51.2003919,-4.20039185,0.861039408,0
42.08,60,51.2564388,8.74356118,0.890736697,0
42.1,52,51.31571,0.684290001,0.923671749,0
42.12,68,51.3786899,16.6213101,0.960329606,0
42.14,49,51.4459537,-2.44595366,1.0012858,0
42.16,50,51.5181844,-1.51818443,1.04722405,0
42.18,63,51.5961937,11.4038063,1.09895633,0
42.2,51,51.6809431,-0.680943097,1.15744476,0
42.22,55,51.7735674,3.22643263,1.22382455,0
42.24,63,51.8753962,11.1246038,1.29942588,0
42.26,50,51.9879722,-1.98797216,1.38579181,0
42.28,51,52.1130591,-1.11305905,1.48468663,0
42.3,56,52.2526315,3.74736853,1.5980854,0
42.32,49,52.4088303,-3.40883035,1.72812956,0
42.34,58,52.5838595,5.41614051,1.87702337,0
42.36,55,52.7797844,2.2202156,2.04683284,0
42.38,55,52.9981785,2.00182149,2.23913188,0
42.4,56,53.2395496,2.76045043,2.45442868,0
42.42,53,53.5024901,-0.502490136,2.69131632,0
42.44,65,53.7825691,11.2174309,2.94536412,0
42.46,42,54.0711666,-12.0711666,3.20795281,0
42.48,55,54.3547742,0.645225767,3.46557426,0
42.5,54,54.6155957,-0.615595709,3.7004328,0
42.52,55,54.8341987,0.165801258,3.89309659,0
42.54,68,54.9940008,13.0059992,4.02698358,0
42.56,60,55.0857546,4.91424538,4.0928469,0
42.58,54,55.1093919,-1.10939188,4.09061877,0
42.6,53,55.0720448,-2.07204478,4.02743183,0
42.62,56,54.9838826,1.01611743,3.91345581,0
42.64,46,54.8559567,-8.85595673,3.75974265,0
42.66,54,54.7080296,-0.708029562,3.5860551,0
42.68,58,54.5230561,3.47694387,3.3753487,0
42.7,42,54.3236874,-12.3236874,3.1502749,0
42.72,42,54.1196708,-12.1196708,2.92058148,0
42.74,35,53.9200313,-18.9200313,2.69529401,0
42.76,47,53.7318992,-6.73189923,2.48154323,0
42.78,63,53.5599748,9.4400252,2.28402978,0
42.8,73,53.4066575,19.5933425,2.10515364,0
42.82,48,53.2725499,-5.27254987,1.94551772,0
42.84,69,53.1570434,15.8429566,1.80451404,0
42.86,41,53.0588219,-12.0588219,1.68082691,0
42.88,62,52.9762293,9.02377074,1.57280053,0
42.9,57,52.9075098,4.09249025,1.47867972,0
42.92,56,52.8509523,3.14904773,1.3967538,0
42.94,53,52.8049679,0.195032053,1.32543435,0
42.96,45,52.7681259,-7.76812589,1.26329093,0
42.98,59,52.7391637,6.26083634,1.20906152,0
43,48,52.7169832,-4.71698325,1.16164856,0
43.02,56,52.7006393,3.29936065,1.12010721,0
43.04,64,52.6893241,11.3106759,1.08363,0
43.06,54,52.6823503,1.31764968,1.05153028,0
43.08,44,52.6791355,-8.67913555,1.02322594,0
43.1,56,52.6791865,3.32081351,0.998224142,0
43.12,61,52.6820854,8.31791461,0.976107576,0
43.14,72,52.6874779,19.3125221,0.95652236,0
43.16,52,52.6950629,-0.695062873,0.939167666,0
43.18,63,52.7045832,10.2954168,0.923786914,0
43.2,59,52.7158188,6.28418124,0.910160437,0
43.22,62,52.7285804,9.27141965,0.898099392,0
43.24,60,52.7427045,7.25729549,0.887440766,0
43.26,48,52.7580495,-4.75804951,0.878043269,0
43.28,62,52.7744901,9.22550991,0.869782062,0
43.3,57,52.791913,4.20808703,0.862544276,0
43.32,46,52.8102153,-6.81021534,0.856227536,0
43.34,40,52.8337127,-12.8337127,0.850696751,0.0044510284
43.36,58,52.9345167,5.0654833,0.84604101,0.0853759874
43.38,53,53.2891988,-0.289198793,0.842102289,0.419504865
43.4,51,53.3143894,-2.31438939,0.838823636,0.423525398
43.42,70,53.340204,16.659796,0.836154524,0.427604005
43.44,53,53.3665983,-0.366598286,0.834050039,0.43174181
43.46,52,53.3935331,-1.39353313,0.832470184,0.435939965
43.48,43,53.4209736,-10.4209736,0.831379286,0.440199649
