x,50.xy,Ycalc,Diff,Gd2O3,UO2
52.98,62,56.3639899,5.63601013,1.2022021,0.621533156
53,53,56.3552744,-3.35527436,1.20190758,0.628664416
53.02,48,56.3473132,-8.34731322,1.20230801,0.635919106
53.04,47,56.3400849,-9.34008488,1.20337868,0.643300091
53.06,46,56.3337453,-10.3337453,1.20510028,0.65098229
53.08,61,56.4198313,4.58016869,1.20745876,0.750516431
53.1,47,56.7029575,-9.70295747,1.21044538,1.04652541
53.12,41,56.7028715,-15.7028715,1.21405674,1.05876011
53.14,46,56.7035662,-10.7035662,1.21829507,1.0712107
53.16,54,56.7050549,-2.70505492,1.22316845,1.0838823
53.18,52,56.7073576,-4.70735756,1.22869115,1.09678016
53.2,45,56.7105007,-11.7105007,1.23488401,1.10990972
53.22,53,56.7145178,-3.71451784,1.24177477,1.12327655
53.24,51,56.7194499,-5.71944991,1.24939818,1.13688641
53.26,47,56.7253448,-9.72534479,1.25779594,1.15074523
53.28,57,56.7322568,0.26774322,1.26701594,1.16485913
53.3,55,56.7402449,-1.74024488,1.27711059,1.17923439
53.32,39,56.7493694,-17.7493694,1.2881334,1.19387753
53.34,48,56.759686,-8.75968599,1.30013298,1.20879523
53.36,63,56.7712354,6.2287646,1.31314293,1.22399441
53.38,59,56.784028,2.21597198,1.32716617,1.2394822
53.4,54,56.7980214,-2.79802137,1.34215257,1.25526595
53.42,50,56.8130918,-6.81309177,1.35797056,1.27135327
53.44,55,56.8290053,-1.82900526,1.37437802,1.28775197
53.46,46,56.8454006,-10.8454006,1.39100537,1.30447017
53.48,50,56.8618051,-6.86180511,1.40737114,1.32151621
53.5,56,56.8777018,-0.877701777,1.4229495,1.33889873
53.52,57,56.8926471,0.107352858,1.43728772,1.35662665
53.54,60,56.9063973,3.09360266,1.45013241,1.37470918
53.56,48,56.9189747,-8.91897466,1.46149603,1.39315585
53.58,55,56.9306575,-1.93065746,1.47164677,1.41197651
53.6,53,56.9418402,-3.94184021,1.48096863,1.43118134
53.62,68,56.9526882,11.0473118,1.48961598,1.45078087
53.64,69,56.9635208,12.0364792,1.49789714,1.470786
53.66,51,56.9744705,-5.9744705,1.50593286,1.49120801
53.68,53,56.9856082,-3.98560821,1.51378213,1.51205856
53.7,57,56.9970573,0.00294269278,1.52155592,1.53334973
53.72,46,57.0089959,-11.0089959,1.52941953,1.55509405
53.74,56,57.0216521,-1.02165208,1.53758774,1.57730445
53.76,62,57.0352638,4.96473625,1.54628475,1.59999438
53.78,46,57.0500389,-11.0500389,1.5557043,1.62317773
53.8,52,57.0661316,-5.06613163,1.56598577,1.64686893
53.82,43,57.0836548,-14.0836548,1.57722679,1.67108293
53.84,55,57.1026634,-2.10266336,1.58946635,1.69583524
53.86,46,57.1231821,-11.1231821,1.60271297,1.72114194
53.88,47,57.145217,-10.145217,1.61695552,1.74701971
53.9,65,57.1687634,7.83123655,1.6321719,1.7734859
53.92,48,57.1938135,-9.19381353,1.64833574,1.80055847
53.94,62,57.22036,4.77964003,1.6654208,1.82825611
53.96,57,57.248399,-0.248399001,1.68340361,1.85659823
53.98,60,57.2779318,2.72206821,1.70226483,1.88560498
54,52,57.3089651,-5.30896512,1.72198997,1.91529733
54.02,53,57.3415117,-4.34151168,1.74256959,1.94569707
54.04,45,57.3755901,-12.3755901,1.7639993,1.97682686
54.06,53,57.4112246,-4.41122462,1.78627956,2.00871028
54.08,60,57.4484453,2.55155468,1.80941545,2.04137189
54.1,68,57.4872875,10.5127125,1.83341642,2.07483722
54.12,45,57.5277914,-12.5277914,1.85829584,2.10913288
54.14,65,57.5700022,7.42999784,1.88407071,2.1442866
54.16,66,57.613968,8.38603205,1.91076005,2.18032725
54.18,59,57.6597516,1.34024838,1.93839624,2.21728496
54.2,59,57.7074094,1.2925906,1.96700379,2.25519112
54.22,56,57.7570068,-1.75700679,1.99661511,2.2940785
54.24,45,57.8086145,-12.8086145,2.02726634,2.33398127
54.26,41,57.8623085,-16.8623085,2.05899757,2.37493514
54.28,58,57.9181707,0.0818292543,2.09185301,2.41697736
54.3,47,57.9762891,-10.9762891,2.1258813,2.4601469
54.32,59,58.0367581,0.963241934,2.1611359,2.50448444
54.34,53,58.0996792,-5.09967924,2.19767552,2.55003254
54.36,47,58.165162,-11.165162,2.23556473,2.59683572
54.38,64,58.2333245,5.76667553,2.27487464,2.64494055
54.4,68,58.3042942,9.69570585,2.31568375,2.69439581
54.42,60,58.3782094,1.6217906,2.35807897,2.74525255
54.44,60,58.4552206,1.54477938,2.40215688,2.79756429
54.46,61,58.535492,2.46450802,2.44802518,2.85138712
54.48,60,58.6192033,1.38079671,2.49580456,2.90677986
54.5,39,58.7065524,-19.7065524,2.54563077,2.96380423
54.52,44,58.7977577,-14.7977577,2.5976572,3.022525
54.54,60,58.8930616,1.10693836,2.65205775,3.08301022
54.56,61,58.9927338,2.00726623,2.70903029,3.14533136
54.58,72,59.0970751,12.9029249,2.7688003,3.20956355
54.6,43,59.2064223,-16.2064223,2.83162502,3.27578584
54.62,47,59.3211518,-12.3211518,2.8977976,3.34408137
54.64,57,59.4416849,-2.44168491,2.96765116,3.41453771
54.66,75,59.5684905,15.4315095,3.04156221,3.48724708
54.68,53,59.7021698,-6.70216978,3.11995262,3.56238834
54.7,62,59.8681502,2.13184979,3.20328852,3.6649226
54.72,52,60.0799827,-8.07998275,3.29325765,3.80671267
54.74,52,60.2391452,-8.23914525,3.38886494,3.89023114
54.76,50,60.4070144,-10.4070144,3.49040904,3.97655571
54.78,54,60.5844964,-6.58449639,3.59866809,4.0658141
54.8,59,60.7723284,-1.77232836,3.71424372,4.15814143
54.82,55,60.9707313,-5.97073126,3.83721361,4.25368068
54.84,54,61.1795011,-7.17950106,3.9672219,4.3525833
54.86,59,61.3977981,-2.39779811,4.10326813,4.45500977
54.88,71,61.6239484,9.37605159,4.24350772,4.56113032
54.9,60,61.8553628,-1.85536283,4.38517056,4.67112556
54.92,77,62.088728,14.911272,4.52475107,4.78518737
54.94,70,62.3205886,7.67941138,4.65858977,4.90351963
54.96,77,62.5482545,14.4517455,4.78377917,5.02633923
54.98,48,62.7706766,-14.7706766,4.89903905,5.15387702
55,82,62.9887998,19.0112002,5.005068,5.28637895
55.02,66,63.2051419,2.79485813,5.1041212,5.42410725
55.04,77,63.422838,13.577162,5.19905371,5.56734172
55.06,70,63.6446971,6.35530291,5.2923752,5.71638122
55.08,71,63.8727197,7.12728031,5.38576642,5.8715452
55.1,64,64.1081939,-0.108193937,5.48017337,6.03317546
55.12,59,64.352174,-5.35217398,5.57628379,6.20163806
55.14,57,64.6059949,-7.60599487,5.67503998,6.37732539
55.16,53,64.8715305,-11.8715305,5.77789442,6.56065852
55.18,81,65.1511122,15.8488878,5.88672586,6.75208971
55.2,66,65.4472415,0.552758543,6.00354901,6.95210528
55.22,72,65.7622993,6.23770073,6.13022115,7.16122871
55.24,59,66.0983807,-7.09838069,6.26827279,7.38002414
55.26,91,66.4572682,24.5427318,6.41887747,7.60910017
55.28,75,66.8404968,8.15950322,6.58291242,7.8491142
55.3,60,67.2494548,-7.24945484,6.76105474,8.10077719
55.32,66,67.6854846,-1.6854846,6.95387644,8.36485898
55.34,81,68.149966,12.850034,7.16192239,8.6421943
55.36,72,68.6443813,3.35561873,7.38576821,8.93368941
55.38,72,69.1703636,2.8296364,7.62606141,9.24032962
55.4,71,69.7297344,1.27026557,7.88355025,9.56318777
55.42,71,70.3245342,0.675465847,8.15910492,9.9034337
55.44,68,70.9570496,-2.95704962,8.45373433,10.262345
55.46,74,71.6298411,2.37015887,8.76860087,10.6413192
55.48,71,72.3457708,-1.34577082,9.10503502,11.0418877
55.5,62,73.1080339,-11.1080339,9.46455086,11.4657311
55.52,73,73.9201938,-0.920193776,9.84886349,11.9146976
55.54,72,74.7862229,-2.78622293,10.259909,12.3908229
55.56,82,75.7105494,6.28945063,10.6998679,12.8963544
55.58,69,76.6981112,-7.69811125,11.1711928,13.4337774
55.6,77,77.7544201,-0.754420062,11.67664,14.0058463
55.62,82,78.8856253,3.11437468,12.219299,14.6156211
55.64,97,80.0985798,16.9014202,12.8026158,15.2665082
55.66,88,81.4009511,6.59904889,13.4304558,15.9623093
55.68,98,82.8016935,15.1983065,14.1075196,16.7072778
55.7,74,84.3105622,-10.3105622,14.8387909,17.5061847
55.72,96,85.9428792,10.0571208,15.6342246,18.3643972
55.74,86,87.7021068,-1.70210678,16.4912279,19.2879695
55.76,94,89.6069928,4.39300723,17.4216995,20.2837505
55.78,96,91.6842577,4.31574225,18.433996,21.3701041
55.8,99,94.0056686,4.99433137,19.537691,22.6092229
55.82,98,96.4548827,1.5451173,20.7437926,23.873756
55.84,104,99.1297939,4.87020609,22.0650053,25.2488922
55.86,106,102.058504,3.94149625,23.5160483,26.7480138
55.88,95,105.27361,-10.2736095,25.1140382,28.3866008
55.9,117,108.813203,8.18679722,26.8790792,30.1826405
55.92,92,112.721447,-20.7214469,28.8343341,32.1571328
55.94,130,117.050457,12.949543,31.0072759,34.3347197
55.96,131,121.861561,9.13843879,33.43016,36.7444735
55.98,129,127.227096,1.77290414,36.1408245,39.4208921
56,137,133.232632,3.76736778,39.1836492,42.4051664
56.02,132,139.979572,-7.97957194,42.610524,45.7468082
56.04,130,147.588219,-17.5882193,46.481811,49.505759
56.06,154,156.201406,-2.20140592,50.8672072,53.755153
56.08,165,165.988751,-0.988750841,55.8463484,58.5849734
56.1,180,177.151645,2.84835452,61.5088972,64.1069484
56.12,203,189.929043,13.0709566,67.9536914,70.4611936
56.14,221,204.604096,16.3959044,75.2862468,77.8253436
56.16,232,221.511731,10.4882689,83.6135917,86.427299
56.18,261,241.047358,19.9526424,93.0348832,96.5633099
56.2,266,263.677588,2.32241246,103.626019,108.624091
56.22,307,289.952233,17.0477674,115.413161,123.133291
56.24,320,320.526833,-0.526833409,128.337239,140.805521
56.26,392,356.20507,35.7949301,142.205594,162.637119
56.28,350,398.038773,-48.038773,156.639007,190.059135
56.3,429,447.592346,-18.5923459,171.031883,225.241567
56.32,466,507.722519,-41.7225191,184.557956,271.867411
56.34,620,584.99372,35.0062803,196.259001,337.459319
56.36,708,696.595176,11.4048235,205.230386,440.111151
56.38,978,886.017046,91.9829543,210.856422,623.928751
56.4,1296,1245.21615,50.7838466,212.985013,981.021043
56.42,1862,1915.94887,-53.9488656,211.93424,1652.82631
56.44,3014,3015.59456,-1.59455629,208.318118,2756.10991
56.46,4140,4462.01529,-322.015287,202.790997,4208.07956
56.48,5414,5776.03055,-362.030548,195.844772,5529.06284
56.5,6120,6168.3064,-48.306395,187.739875,5929.46539
56.52,5373,5361.75878,11.2412173,178.568826,5132.11064
56.54,4177,4037.81579,139.184212,168.389799,3818.36848
56.56,3003,2956.43278,46.5672186,157.34605,2748.05105
56.58,2526,2440.10945,85.8905463,145.710583,2243.38501
56.6,2590,2453.83977,136.160235,133.849559,2268.99817
56.62,2999,2766.00821,232.991789,122.144426,2592.89358
56.64,3426,3050.39705,375.602949,110.921235,2888.52744
56.66,3266,3003.00633,262.99367,100.413075,2851.66672
56.68,2537,2567.27559,-30.2755934,90.7554894,2425.6154
56.7,1753,1951.69164,-198.691641,82.0019869,1818.80679
56.72,1157,1374.22953,-217.229534,74.1465531,1249.22196
56.74,830,938.340857,-108.340857,67.1450225,820.356655
56.76,622,653.664404,-31.6644038,60.931922,541.915144
56.78,479,483.554319,-4.55431866,55.4323246,377.326499
56.8,366,383.846004,-17.846004,50.5695196,282.502832
56.82,339,322.08824,16.9117597,46.2695827,225.066848
56.84,318,279.95851,38.0414901,42.4639141,186.764628
56.86,266,248.605858,17.3941415,39.0903798,158.807351
56.88,252,223.94382,28.05618,36.09366,137.163872
56.9,224,203.931043,20.0689574,33.4251051,119.841487
56.92,200,187.380015,12.6199855,31.042319,105.69508
56.94,204,173.502905,30.497095,28.908604,93.9735183
56.96,171,161.73643,9.26357021,26.9923575,84.1451196
56.98,157,151.662332,5.33766831,25.266424,75.8187816
57,189,142.963111,46.0368887,23.7075541,68.7002543
57.02,138,135.39377,2.60623033,22.2958291,62.5644568
57.04,154,128.762612,25.2373883,21.0141818,57.2367612
57.06,114,122.917788,-8.91778806,19.8479675,52.5799621
57.08,124,117.737662,6.26233801,18.7845955,48.4850133
57.1,129,113.123805,15.8761951,17.813214,44.8643377
57.12,120,108.995829,11.0041712,16.9244465,41.6469234
57.14,110,105.287525,4.71247484,16.1101714,38.7746831
57.16,100,101.943945,-1.94394477,15.3633405,36.1997154
57.18,123,98.9191659,24.0808341,14.6778284,33.8822237
57.2,121,96.1745712,24.8254288,14.0483101,31.7889153
57.22,94,93.6775061,0.322493876,13.4701608,29.89176
57.24,98,91.4002242,6.59977582,12.9393739,28.1670176
57.26,101,89.3190539,11.6809461,12.4524964,26.5944694
57.28,100,87.4137353,12.5862647,12.0065765,25.1568066
57.3,109,85.6668891,23.3331109,11.5991242,23.8391398
57.32,96,84.0635916,11.9364084,11.2280817,22.6286026
57.34,101,82.5910315,18.4089685,10.8918033,21.5140292
57.36,83,81.2382352,1.76176477,10.5890434,20.4856911
57.38,83,79.995844,3.00415601,10.3189511,19.5350802
57.4,87,78.8559356,8.14406445,10.0810713,18.654729
57.42,94,77.8118789,16.1881211,9.87534824,17.8380618
57.44,105,76.8582149,28.1417851,9.70213126,17.0792699
57.46,84,75.9905539,8.00944608,9.56217682,16.3732068
57.48,81,75.2054806,5.79451944,9.45664167,15.7152999
57.5,90,74.5004529,15.4995471,9.3870567,15.1014762
57.52,72,73.8736778,-1.87367779,9.35526587,14.5280981
57.54,80,73.3239359,6.67606411,9.36330528,13.99191
57.56,90,72.8503167,17.1496833,9.41318477,13.489991
57.58,84,72.451809,11.548191,9.50651817,13.0197159
57.6,84,72.1266769,11.8733231,9.6439335,12.5787202
57.62,70,71.871549,-1.87154902,9.82419229,12.1648709
57.64,72,71.6801899,0.319810105,10.0429862,11.7762403
57.66,89,71.5420427,17.4579573,10.2915026,11.4110841
57.68,71,71.4408918,-0.440891772,10.5551059,11.0678216
57.7,90,71.3543677,18.6456323,10.8128607,10.7450188
57.72,68,71.2561157,-3.25611574,11.0397137,10.4413735
57.74,90,71.1195436,18.8804564,11.2102559,10.1557023
57.76,70,70.9169838,-0.916983753,11.2978955,9.88692917
57.78,68,70.6401169,-2.64011688,11.2952917,9.63407517
57.8,60,70.2914459,-10.2914459,11.2058374,9.39624991
57.82,82,69.8844856,12.1155144,11.043857,9.17264354
57.84,60,69.4372531,-9.43725307,10.8281033,8.96251999
57.86,61,68.9655282,-7.96552817,10.5750242,8.76521084
57.88,66,68.4789407,-2.4789407,10.2948552,8.58011008
57.9,69,67.9809305,1.01906954,9.99158398,8.40666941
57.92,90,67.4716834,22.5283166,9.66589091,8.24439418
57.94,91,66.9520119,24.0479881,9.3190325,8.09283982
57.96,72,66.4260553,5.57394466,8.95554543,7.95160877
57.98,80,65.9016659,14.0983341,8.58363466,7.82034783
58,78,65.3888336,12.6111664,8.21360102,7.69874598
58.02,69,64.8974469,4.10255312,7.85560326,7.58653244
58.04,63,64.4355658,-1.43556583,7.51793315,7.48347525
58.06,86,64.0086679,21.9913321,7.20626211,7.38938006
58.08,76,63.6197098,12.3802902,6.9237041,7.30408936
58.1,63,63.2696277,-0.269627733,6.67131614,7.22748194
58.12,60,62.9580491,-2.95804906,6.44881033,7.15947272
58.14,65,62.6834755,2.31652452,6.25473678,7.10001297
58.16,76,62.4442532,13.5557468,6.0874533,7.04909076
58.18,76,62.238504,13.761496,5.94505555,7.00673185
58.2,78,62.0644039,15.9355961,5.82565446,6.97300097
58.22,69,61.9202966,7.07970341,5.72748816,6.94800345
58.24,74,61.8047575,12.1952425,5.64898351,6.9318874
58.26,67,61.7166255,5.28337445,5.58878575,6.92484628
58.28,64,61.6550172,2.34498281,5.54576887,6.92712215
58.3,62,61.6193293,0.380670714,5.51903495,6.93900947
58.32,64,61.6092375,2.39076252,5.50790788,6.96085968
58.34,78,61.6246929,16.3753071,5.51192464,6.99308657
58.36,63,61.6659196,1.3340804,5.53082645,7.03617266
58.38,72,61.7334145,10.2665855,5.5645512,7.0906767
58.4,64,61.827951,2.17204898,5.61322813,7.15724241
58.42,66,61.9505868,4.04941318,5.67717559,7.23660888
58.44,75,62.1026776,12.8973224,5.75690236,7.32962272
58.46,74,62.285897,11.714103,5.85311316,7.43725242
58.48,56,62.5022634,-6.50226344,5.96671876,7.56060535
58.5,74,62.7541756,11.2458244,6.09885129,7.70094779
58.52,75,63.0444579,11.9555421,6.25088554,7.85972891
58.54,74,63.3764165,10.6235835,6.42446703,8.0386092
58.56,74,63.75391,10.24609,6.62154795,8.23949462
58.58,78,64.1814353,13.8185647,6.84443246,8.4645776
58.6,65,64.6642334,0.335766607,7.09583285,8.71638661
58.62,75,65.2084188,9.79158118,7.3789386,8.99784629
58.64,70,65.8211366,4.17886342,7.69750017,9.31235087
58.66,80,66.5107531,13.4892469,8.05592978,9.66385426
58.68,85,67.2870869,17.7129131,8.45942074,10.0569813
58.7,70,68.1616858,1.83831424,8.91408664,10.497166
58.72,68,69.1481593,-1.14815933,9.42712039,10.9908246
58.74,81,70.2625742,10.7374258,10.0069715,11.5455739
58.76,78,71.5239225,6.47607747,10.6635373,12.1705086
58.78,91,72.954727,18.045273,11.4084122,12.8765564
58.8,70,74.5815045,-4.58150455,12.2548912,13.676939
58.82,77,76.4357431,0.564256881,13.2183463,14.5877721
58.84,95,78.5547139,16.4452861,14.3162443,15.6288598
58.86,95,80.982445,14.017555,15.5680605,16.8247544
58.88,72,83.7709001,-11.7709001,16.9950236,18.2061908
58.9,95,86.9812729,8.01872711,18.6194442,19.8120515
58.92,86,90.6854115,-4.68541148,20.4634057,21.6921013
58.94,112,94.9673757,17.0326243,22.5464572,23.9108502
58.96,118,99.9252115,18.0747885,24.8818323,26.5531104
58.98,102,105.673301,-3.67330052,27.4706535,29.7321408
59,114,112.34639,1.65361042,30.2937398,33.6018689
59.02,129,120.108267,8.89173324,33.3012895,38.3758841
59.04,142,129.172849,12.8271511,36.4022336,44.359172
59.06,130,139.85963,-9.85962983,39.4575966,52.0102015
59.08,166,152.752213,13.2477873,42.2849051,62.0950489
59.1,195,169.174047,25.825953,44.680827,76.1404956
59.12,201,192.529674,8.47032575,46.4629235,97.7335214
59.14,237,231.368047,5.63195251,47.5182569,135.536017
59.16,318,303.95086,14.0491401,47.8352319,207.82127
59.18,440,439.502594,0.497405897,47.4988138,343.728799
59.2,633,665.479936,-32.4799356,46.650201,570.574088
59.22,904,974.07695,-70.0769505,45.4331356,880.407463
59.24,1092,1279.487,-187.487001,43.9518508,1187.31805
59.26,1312,1416.10251,-104.102511,42.2573482,1325.64728
59.28,1181,1284.74147,-103.741466,40.3600168,1196.20274
59.3,984,998.136105,-14.1361053,38.2579323,911.718589
59.32,809,730.488668,78.5113316,35.9647007,646.383471
59.34,578,573.29208,4.70791965,33.5235003,491.647128
59.36,573,537.83043,35.1695697,31.0033448,458.724635
59.38,676,589.99489,86.0051103,28.4838083,513.42759
59.4,706,673.345609,32.654391,26.0384587,599.242574
59.42,717,719.849125,-2.8491246,23.7240858,648.079335
59.44,698,680.223819,17.776181,21.5772455,610.619698
59.46,554,566.844707,-12.8447075,19.6160574,499.220558
59.48,411,431.213127,-20.2131272,17.8444122,365.379362
59.5,249,312.957344,-63.9573444,16.2565165,248.73017
59.52,208,227.241012,-19.2410118,14.8407374,164.448266
59.54,171,172.434737,-1.43473685,13.5824495,110.918883
59.56,109,139.764416,-30.7644161,12.4659575,79.3836125
59.58,130,120.302285,9.69771548,11.4757022,60.9302486
59.6,125,107.912773,17.0872273,10.5969597,49.4379455
59.62,127,99.2392874,27.7607126,9.81620518,41.5636344
59.64,89,92.6693028,-3.66930277,9.12126467,35.7069632
59.66,79,87.4439692,-8.44396922,8.50133737,31.1198828
59.68,79,83.1708616,-4.17086164,7.9469424,27.4194486
59.7,91,79.614414,11.385586,7.44982627,24.3783478
59.72,85,76.6153485,8.38465155,7.00284124,21.8444501
59.74,80,74.0586022,5.9413978,6.59982511,19.7088546
59.76,80,71.8581867,8.14181329,6.23548936,17.890861
59.78,75,69.948491,5.05150902,5.90529523,16.3293967
59.8,66,68.2786693,-2.27866934,5.6053525,14.9775061
59.82,62,66.8087889,-4.80878888,5.33232638,13.7985907
59.84,72,65.5071132,6.49288683,5.08335631,12.7637744
59.86,73,64.3481484,8.65185164,4.85598618,11.8500191
59.88,75,63.3112162,11.6887838,4.64810543,11.038757
59.9,70,62.3793975,7.62060249,4.45789987,10.3148827
59.92,64,61.5387404,2.46125963,4.28381114,9.66600244
59.94,67,60.7776598,6.22234019,4.1245038,9.08186638
59.96,72,60.086469,11.913531,3.97882934,8.5539359
59.98,69,59.4570029,9.54299711,3.84578397,8.07504961
60,61,58.8823535,2.11764648,3.72450338,7.63916343
60.02,68,58.3570117,9.64298834,3.61460913,7.24114637
60.04,62,57.875911,4.12408904,3.51541428,6.87661875
60.06,71,57.4349101,13.5650899,3.42653471,6.5418231
60.08,72,57.0305175,14.9694825,3.34771766,6.23352031
60.1,50,56.6598069,-6.65980687,3.2788415,5.94890553
60.12,69,56.3203504,12.6796496,3.21991713,5.68553971
60.14,64,56.0101647,7.98983529,3.17109038,5.44129342
60.16,64,55.7276667,8.27233325,3.13264406,5.21430051
60.18,71,55.4716357,15.5283643,3.10499831,5.00291978
60.2,64,55.2410076,8.75899236,3.08870633,4.80553386
60.22,57,54.9449559,2.05504412,3.08444171,4.5306422
60.24,61,54.4822293,6.51777066,3.0929706,4.07622729
60.26,62,54.3298278,7.67017221,3.11509908,3.91848259
60.28,59,54.2015997,4.7984003,3.15158907,3.7704944
60.3,64,54.0975206,9.90247936,3.2032249,3.63145369
60.32,59,54.0164739,4.9835261,3.26961564,3.50063444
60.34,59,53.9573776,5.04262236,3.35033229,3.37738353
60.36,64,53.9177207,10.0822793,3.44345228,3.26111213
60.38,64,53.8932939,10.1067061,3.54529834,3.15128815
60.4,57,53.877762,3.12223801,3.65001661,3.04742983
60.42,45,53.86261,-8.86261003,3.74952911,2.94910002
60.44,56,53.8378239,2.16217613,3.8342188,2.85590138
60.46,54,53.7935114,0.206488614,3.89455519,2.76747201
60.48,71,53.7221757,17.2778243,3.92337138,2.68348174
60.5,68,53.6207126,14.3792874,3.91786454,2.60362879
60.52,48,53.491015,-5.49101501,3.88020373,2.52763694
60.54,54,53.3387387,0.661261332,3.81629769,2.4552529
60.56,75,53.1708689,21.8291311,3.73336411,2.38624407
60.58,50,52.9933255,-2.99332551,3.63753641,2.32039653
60.6,55,52.8095915,2.1904085,3.53249443,2.25751328
60.62,41,52.6206811,-11.6206811,3.41943384,2.19741262
60.64,63,52.426165,10.573835,3.29809292,2.13992675
60.66,56,52.2256166,3.77438338,3.16819992,2.08490049
60.68,50,52.019757,-2.01975701,3.03061944,2.0321902
60.7,50,51.8108192,-1.81081916,2.88771735,1.98166268
60.72,47,51.6021282,-4.60212819,2.74294215,1.93319434
60.74,55,51.3972979,3.60270211,2.60002226,1.88667034
60.76,53,51.1995796,1.8004204,2.4623156,1.84198385
60.78,59,51.0110976,7.98890242,2.33204566,1.79903539
60.8,49,50.833311,-1.83331099,2.21076414,1.75773224
60.82,53,50.666772,2.33322795,2.09910952,1.71798787
60.84,60,50.5114261,9.48857388,1.99710777,1.67972147
60.86,49,50.36677,-1.36676999,1.90433102,1.64285747
60.88,50,50.230066,-0.230066047,1.81811212,1.60732516
60.9,68,50.0901686,17.9098314,1.72737142,1.57305832
60.92,39,49.9733406,-10.9733406,1.65843368,1.53999485
60.94,48,49.86413,-1.86413001,1.595905,1.50807649
60.96,59,49.7438205,9.25617947,1.53908059,1.45929145
60.98,36,49.4611527,-13.4611527,1.48731506,1.24302541
61,49,49.1963648,-0.196364815,1.44002804,1.04009693
61.02,44,49.1140186,-5.11401861,1.39670446,1.01558249
61.04,58,49.0361057,8.96389431,1.35689159,0.991926257
61.06,40,48.9621916,-8.96219159,1.32019441,0.969088563
61.08,62,48.8918964,13.1081036,1.2862702,0.947032006
61.1,59,48.8248889,10.1751111,1.25482282,0.925721303
61.12,57,48.7608809,8.23911911,1.22559715,0.905123142
61.14,56,48.6996218,7.30037824,1.19837386,0.885206054
61.16,58,48.6408937,9.35910632,1.17296466,0.865940292
61.18,43,48.5845073,-5.58450726,1.14920808,0.847297718
61.2,61,48.5302978,12.4697022,1.12696583,0.829251698
61.22,54,48.478122,5.52187802,1.1061197,0.811777009
61.24,45,48.4278555,-3.42785549,1.08656897,0.79484975
61.26,44,48.3793905,-4.37939053,1.06822835,0.778447257
61.28,44,48.3326342,-4.33263425,1.05102628,0.76254803
61.3,50,48.2876513,1.71234875,1.03504758,0.74713166
61.32,43,48.2486201,-5.24862007,1.02448997,0.732178763
61.34,67,48.2065755,18.7934245,1.01040648,0.717670921
61.36,45,48.1659955,-3.16599548,0.997292293,0.703590621
61.38,50,48.1268479,1.87315208,0.985131864,0.689921205
61.4,60,48.0891123,11.9108877,0.973920277,0.67664682
61.42,64,48.0527797,15.9472203,0.96366356,0.663752371
61.44,53,48.0178533,4.98214668,0.954379146,0.651223478
61.46,65,47.9843491,17.0156509,0.946096415,0.639046435
61.48,48,47.9522961,0.0477039248,0.938857227,0.627208175
61.5,45,47.9217366,-2.92173659,0.932716307,0.615696231
61.52,59,47.8927266,11.1072734,0.927741265,0.604498705
61.54,53,47.8653347,5.13466535,0.924011905,0.593604238
61.56,46,47.8396402,-1.83964022,0.921618281,0.58300198
61.58,55,47.8157293,7.18427066,0.920656637,0.572681561
61.6,50,47.7936873,2.20631275,0.921221961,0.562633069
61.62,52,47.7735857,4.2264143,0.92339528,0.552847025
61.64,45,47.7554625,-2.75546251,0.927223316,0.543314358
61.66,44,47.7392956,-3.73929563,0.932692532,0.534026386
61.68,47,47.7249422,-0.724942191,0.939668184,0.524974799
61.7,45,47.7121138,-2.71211384,0.947869707,0.516151634
61.72,33,47.7003058,-14.7003058,0.956799761,0.507549262
61.74,50,47.6887712,2.31122881,0.965718657,0.499160371
61.76,53,47.6765484,5.32345161,0.973671572,0.490977947
61.78,52,47.6625799,4.33742006,0.979607608,0.482995264
61.8,47,47.6459257,-0.6459257,0.98259292,0.475205868
61.82,51,47.6260079,3.37399213,0.982055729,0.467603563
61.84,50,47.6027714,2.39722855,0.977946828,0.4601824
61.86,57,47.576663,9.42333697,0.970718355,0.452936664
61.88,52,47.5484307,4.45156935,0.961123663,0.445860865
61.9,53,47.518849,5.48115096,0.949942612,0.438949726
61.92,58,47.4884977,10.5115023,0.937759564,0.432198172
61.94,42,47.457667,-5.45766704,0.924869776,0.425601324
61.96,41,47.4264003,-6.42640025,0.911320858,0.419154487
61.98,50,47.3946261,2.60537393,0.897045938,0.412853145
62,51,47.3623138,3.63768622,0.882018508,0.406692947
62.02,46,47.3295791,-1.32957909,0.866358283,0.400669707
62.04,57,47.2967019,9.70329815,0.850349021,0.394779391
62.06,63,47.2640674,15.7359326,0.834379752,0.389018115
62.08,57,47.2320775,9.76792248,0.818855931,0.383382133
62.1,52,47.2010773,4.79892271,0.80412602,0.377867836
62.12,61,47.1713176,13.8286824,0.790444223,0.372471743
62.14,60,47.1429509,12.8570491,0.777966311,0.367190498
62.16,53,47.116047,5.88395299,0.766765147,0.362020861
62.18,36,47.0906154,-11.0906154,0.756853146,0.35695971
62.2,40,47.0666267,-7.06662671,0.748203827,0.352004026
62.22,51,47.0440301,3.95596994,0.740769101,0.347150897
62.24,58,47.0227655,10.9772345,0.734491737,0.342397513
62.26,41,47.0027726,-6.00277258,0.729313716,0.337741155
62.28,48,46.9839951,1.01600486,0.725181508,0.3331792
62.3,44,46.9663849,-2.96638495,0.722049228,0.328709111
62.32,48,46.9499032,1.05009676,0.719880438,0.324328437
