'y-axis saved as y
'x,56.xy,Ycalc,Diff,Gd2O3,UO2
11.92,108,0,0,0,0
11.94,124,0,0,0,0
11.96,113,0,0,0,0
11.98,108,0,0,0,0
12,101,0,0,0,0
12.02,111,0,0,0,0
12.04,135,0,0,0,0
12.06,97,0,0,0,0
12.08,112,0,0,0,0
12.1,108,0,0,0,0
12.12,135,0,0,0,0
12.14,104,0,0,0,0
12.16,111,0,0,0,0
12.18,124,0,0,0,0
12.2,115,0,0,0,0
12.22,127,0,0,0,0
12.24,110,0,0,0,0
12.26,108,0,0,0,0
12.28,122,0,0,0,0
12.3,113,0,0,0,0
12.32,96,0,0,0,0
12.34,114,0,0,0,0
12.36,128,0,0,0,0
12.38,111,0,0,0,0
12.4,116,0,0,0,0
12.42,115,0,0,0,0
12.44,108,0,0,0,0
12.46,105,0,0,0,0
12.48,105,0,0,0,0
12.5,92,0,0,0,0
12.52,101,0,0,0,0
12.54,106,0,0,0,0
12.56,121,0,0,0,0
12.58,108,0,0,0,0
12.6,99,0,0,0,0
12.62,107,0,0,0,0
12.64,110,0,0,0,0
12.66,84,0,0,0,0
12.68,129,0,0,0,0
12.7,106,0,0,0,0
12.72,101,0,0,0,0
12.74,114,0,0,0,0
12.76,134,0,0,0,0
12.78,112,0,0,0,0
12.8,101,0,0,0,0
12.82,103,0,0,0,0
12.84,111,0,0,0,0
12.86,122,0,0,0,0
12.88,108,0,0,0,0
12.9,111,0,0,0,0
12.92,90,0,0,0,0
12.94,110,0,0,0,0
12.96,127,0,0,0,0
12.98,110,0,0,0,0
13,112,0,0,0,0
13.02,127,0,0,0,0
13.04,107,0,0,0,0
13.06,127,0,0,0,0
13.08,108,0,0,0,0
13.1,91,0,0,0,0
13.12,117,0,0,0,0
13.14,118,0,0,0,0
13.16,102,0,0,0,0
13.18,94,0,0,0,0
13.2,118,0,0,0,0
13.22,103,0,0,0,0
13.24,124,0,0,0,0
13.26,109,0,0,0,0
13.28,104,0,0,0,0
13.3,128,0,0,0,0
13.32,106,0,0,0,0
13.34,117,0,0,0,0
13.36,122,0,0,0,0
13.38,117,0,0,0,0
13.4,133,0,0,0,0
13.42,123,0,0,0,0
13.44,106,0,0,0,0
13.46,107,0,0,0,0
13.48,118,0,0,0,0
13.5,125,0,0,0,0
13.52,138,0,0,0,0
13.54,121,0,0,0,0
13.56,125,0,0,0,0
13.58,114,0,0,0,0
13.6,114,0,0,0,0
13.62,113,0,0,0,0
13.64,126,0,0,0,0
13.66,108,0,0,0,0
13.68,123,0,0,0,0
13.7,105,0,0,0,0
13.72,106,0,0,0,0
13.74,124,0,0,0,0
13.76,113,0,0,0,0
13.78,131,0,0,0,0
13.8,105,0,0,0,0
13.82,104,0,0,0,0
13.84,128,0,0,0,0
13.86,99,0,0,0,0
13.88,116,0,0,0,0
13.9,107,0,0,0,0
13.92,118,0,0,0,0
13.94,112,0,0,0,0
13.96,130,0,0,0,0
13.98,95,0,0,0,0
14,110,112.641883,-2.6418826,0.00201785221,0
14.02,102,112.599063,-10.5990632,0.00203297794,0
14.04,101,112.556336,-11.5563357,0.00204829882,0
14.06,124,112.513698,11.4863023,0.00206381905,0
14.08,100,112.471147,-12.4711465,0.00207954294,0
14.1,116,112.42868,3.57132006,0.00209547499,0
14.12,85,112.386295,-27.3862954,0.00211161981,0
14.14,106,112.343991,-6.34399056,0.00212798223,0
14.16,109,112.301763,-3.30176299,0.0021445672,0
14.18,100,112.25961,-12.2596103,0.00216137989,0
14.2,124,112.21753,11.7824698,0.00217842564,0
14.22,98,112.17552,-14.1755203,0.00219571001,0
14.24,123,112.133578,10.8664217,0.00221323876,0
14.26,118,112.091702,5.90829814,0.00223101788,0
14.28,107,112.049889,-5.0498887,0.00224905359,0
14.3,110,112.008137,-2.00813653,0.00226735236,0
14.32,100,111.966443,-11.9664431,0.00228592093,0
14.34,106,111.924806,-5.9248062,0.00230476632,0
14.36,122,111.883224,10.1167765,0.00232389584,0
14.38,120,111.841693,8.15830704,0.00234331711,0
14.4,99,111.800212,-12.8002122,0.00236303809,0
14.42,114,111.758779,2.24122079,0.00238306709,0
14.44,114,111.717392,2.28260829,0.00240341278,0
14.46,118,111.676048,6.32395242,0.00242408424,0
14.48,109,111.634745,-2.6347447,0.00244509097,0
14.5,99,111.593481,-12.5934809,0.00246644291,0
14.52,118,111.552254,6.44774577,0.00248815047,0
14.54,108,111.511062,-3.51106247,0.0025102246,0
14.56,133,111.469904,21.5300964,0.00253267675,0
14.58,119,111.428776,7.57122446,0.00255551899,0
14.6,116,111.387676,4.61232371,0.00257876398,0
14.62,111,111.346604,-0.34660382,0.00260242505,0
14.64,125,111.305556,13.6944439,0.00262651626,0
14.66,103,111.264531,-8.26453122,0.00265105239,0
14.68,115,111.223527,3.77647287,0.00267604907,0
14.7,126,111.182542,14.8174581,0.0027015228,0
14.72,116,111.141574,4.85842642,0.00272749102,0
14.74,105,111.10062,-6.10062027,0.00275397218,0
14.76,101,111.05968,-10.05968,0.00278098583,0
14.78,108,111.018751,-3.01875102,0.00280855271,0
14.8,122,110.977831,11.0221687,0.00283669482,0
14.82,133,110.936919,22.0630809,0.00286543554,0
14.84,119,110.896012,8.10398758,0.00289479977,0
14.86,126,110.85511,15.1448904,0.00292481401,0
14.88,87,110.814209,-23.8142087,0.00295550651,0
14.9,106,110.773308,-4.77330801,0.00298690746,0
14.92,120,110.732406,9.26759428,0.00301904912,0
14.94,131,110.6915,20.3084999,0.00305196601,0
14.96,126,110.650589,15.3494107,0.00308569515,0
14.98,113,110.609672,2.39032828,0.00312027625,0
15,116,110.568746,5.43125442,0.00315575201,0
15.02,115,110.527809,4.4721908,0.00319216836,0
15.04,83,110.486861,-27.4868609,0.00322957482,0
15.06,123,110.445899,12.554101,0.00326802485,0
15.08,135,110.404922,24.5950781,0.00330757622,0
15.1,96,110.363929,-14.3639289,0.00334923467,0
15.12,101,110.322937,-9.32293671,0.00341131554,0
15.14,122,110.281958,11.7180417,0.00350852129,0
15.16,109,110.241007,-1.24100746,0.00365634614,0
15.18,103,110.200115,-7.20011502,0.00388713007,0
15.2,126,110.15938,15.8406202,0.0043013153,0
15.22,119,110.119178,8.88082189,0.00527694273,0
15.24,121,110.078036,10.9219635,0.00534198708,0
15.26,105,110.036866,-5.03686594,0.00540912122,0
15.28,114,109.995665,4.0043349,0.00547848684,0
15.3,130,109.954433,20.0455675,0.00555024003,0
15.32,137,109.913167,27.0868331,0.00562455318,0
15.34,123,109.871867,13.1281331,0.00570161713,0
15.36,112,109.830531,2.16946885,0.00578164367,0
15.38,113,109.789158,3.21084154,0.00586486847,0
15.4,125,109.747748,15.2522524,0.00595155447,0
15.42,111,109.706297,1.29370265,0.0060419959,0
15.44,102,109.664807,-7.66480664,0.00613652291,0
15.46,101,109.623274,-8.62327438,0.0062355072,0
15.48,130,109.5817,20.4183005,0.00633936849,0
15.5,103,109.540081,-6.5400812,0.00644858238,0
15.52,110,109.498418,0.501581514,0.00656368969,0
15.54,127,109.456711,17.5432894,0.00668530766,0
15.56,100,109.414957,-9.41495694,0.00681414352,0
15.58,118,109.373157,8.62684312,0.0069510109,0
15.6,116,109.33131,6.66868998,0.00709684989,0
15.62,120,109.289416,10.7105839,0.00725275173,0
15.64,126,109.247475,16.7525249,0.00741998912,0
15.66,102,109.205487,-7.20548722,0.00760005416,0
15.68,119,109.163453,9.83654717,0.00779470564,0
15.7,109,109.121373,-0.121372768,0.00800602883,0
15.72,110,109.079248,0.92075177,0.00823651153,0
15.74,110,109.037081,0.962919059,0.00848914156,0
15.76,109,108.994873,0.00512674244,0.00876753309,0
15.78,117,108.952628,8.04737166,0.00907609177,0
15.8,118,108.91035,9.08964962,0.00942023316,0
15.82,94,108.868045,-14.8680449,0.00980667481,0
15.84,108,108.825719,-0.825718996,0.0102438319,0
15.86,108,108.783382,-0.783382249,0.0107423605,0
15.88,115,108.741047,6.25895291,0.0113159155,0
15.9,112,108.69873,3.30126993,0.0119822254,0
15.92,103,108.656453,-5.65645339,0.0127646516,0
15.94,100,108.614247,-8.61424723,0.0136945223,0
15.96,101,108.572153,-7.57215342,0.0148148027,0
15.98,116,108.530232,7.46976842,0.0161862401,0
16,129,108.48857,20.5114301,0.0178981788,0
16.02,106,108.447304,-2.44730434,0.0200875677,0
16.04,102,108.406649,-6.40664948,0.0229701891,0
16.06,103,108.366944,-5.36694389,0.0268856623,0
16.08,89,108.328701,-19.328701,0.0323484969,0
16.1,99,108.292634,-9.29263401,0.0400728794,0
16.12,122,108.259593,13.7404074,0.0509096115,0
16.14,110,108.230411,1.7695894,0.0656935636,0
16.16,125,108.20572,16.7942798,0.0850578775,0
16.18,124,108.185547,15.8144533,0.109028988,0
16.2,103,108.168393,-5.16839285,0.136110492,0
16.22,123,108.149743,14.8502572,0.161787594,0
16.24,122,108.12102,13.8789799,0.17748492,0
16.26,104,108.073765,-4.07376485,0.174743404,0
16.28,94,108.009377,-14.0093772,0.154964239,0
16.3,85,107.936785,-22.9367846,0.127075756,0
16.32,113,107.863564,5.13643595,0.098655904,0
16.34,105,107.794619,-2.79461878,0.0746088837,0
16.36,124,107.73165,16.2683504,0.0566363505,0
16.38,116,107.673999,8.32600094,0.0440818753,0
16.4,99,107.620265,-8.62026547,0.0355445508,0
16.42,94,107.569151,-13.569151,0.0297274193,0
16.44,86,107.519697,-21.5196965,0.0256723645,0
16.46,110,107.471271,2.52872924,0.0227488167,0
16.48,106,107.423485,-1.42348466,0.0205686506,0
16.5,117,107.376103,9.6238965,0.0188979679,0
16.52,89,107.328982,-18.328982,0.0175923328,0
16.54,125,107.282025,17.7179746,0.016557778,0
16.56,101,107.235168,-6.23516839,0.015729815,0
16.58,107,107.188364,-0.188364092,0.0150623798,0
16.6,104,107.141578,-3.14157792,0.0145216701,0
16.62,109,107.094784,1.90521618,0.014082399,0
16.64,85,107.047962,-22.0479618,0.0137253554,0
16.66,102,107.001096,-5.0010963,0.0134357459,0
16.68,108,106.954175,1.04582494,0.0132020404,0
16.7,101,106.907188,-5.90718824,0.0130151525,0
16.72,113,106.860128,6.13987212,0.0128678498,0
16.74,113,106.812987,6.18701255,0.0127543231,0
16.76,111,106.765762,4.23423846,0.0126698658,0
16.78,111,106.718446,4.2815544,0.0126106335,0
16.8,112,106.671036,5.32896421,0.0125734722,0
16.82,114,106.623529,7.3764712,0.0125557718,0
16.84,103,106.575922,-3.57592181,0.0125553614,0
16.86,105,106.528212,-1.52821234,0.0125704271,0
16.88,102,106.480398,-4.48039821,0.0125994462,0
16.9,112,106.432477,5.56752251,0.0126411355,0
16.92,114,106.384448,7.61555152,0.0126944106,0
16.94,99,106.33631,-7.33630961,0.0127583523,0
16.96,99,106.28806,-7.2880595,0.0128321802,0
16.98,124,106.239697,17.7603031,0.0129152308,0
17,113,106.191221,6.8087794,0.0130069401,0
17.02,103,106.14263,-3.14262958,0.0131068286,0
17.04,98,106.093923,-8.09392284,0.0132144895,0
17.06,114,106.045099,7.95490054,0.0133295785,0
17.08,108,105.996159,2.0038414,0.0134518059,0
17.1,111,105.947099,5.05290054,0.0135809293,0
17.12,115,105.897921,9.10207869,0.0137167479,0
17.14,96,105.848623,-9.84862344,0.0138590974,0
17.16,92,105.799205,-13.7992052,0.0140078463,0
17.18,99,105.749666,-6.74966597,0.0141628921,0
17.2,104,105.700005,-1.70000518,0.0143241581,0
17.22,120,105.650222,14.3497777,0.0144915916,0
17.24,112,105.600317,6.39968329,0.0146651611,0
17.26,105,105.550288,-0.550288024,0.0148448547,0
17.28,105,105.500136,-0.500135744,0.0150306788,0
17.3,101,105.449859,-4.44985943,0.0152226566,0
17.32,100,105.399459,-5.39945867,0.0154208269,0
17.34,102,105.348933,-3.34893306,0.0156252436,0
17.36,111,105.298282,5.70171775,0.0158359744,0
17.38,99,105.247506,-6.24750589,0.0160531008,0
17.4,102,105.196604,-3.19660364,0.016276717,0
17.42,114,105.145575,8.8544248,0.01650693,0
17.44,108,105.09442,2.9055797,0.0167438589,0
17.46,100,105.043139,-5.04313866,0.016987635,0
17.48,97,104.99173,-7.99173005,0.0172384017,0
17.5,107,104.940194,2.05980576,0.017496314,0
17.52,110,104.888531,5.11146897,0.017761539,0
17.54,108,104.83674,3.16325976,0.0180342559,0
17.56,110,104.784822,5.21517831,0.0183146557,0
17.58,112,104.732775,7.26722474,0.018602942,0
17.6,96,104.680601,-8.68060082,0.0188993307,0
17.62,102,104.628298,-2.62829826,0.0192040506,0
17.64,118,104.575868,13.4241325,0.0195173439,0
17.66,107,104.523309,2.47669148,0.0198394661,0
17.68,128,104.470621,23.5293788,0.0201706869,0
17.7,105,104.417806,0.58219434,0.0205112904,0
17.72,102,104.364862,-2.36486179,0.0208615759,0
17.74,105,104.31179,0.688210342,0.0212218584,0
17.76,122,104.258589,17.7414107,0.0215924693,0
17.78,104,104.205261,-0.205260872,0.021973757,0
17.8,105,104.151804,0.848195595,0.0223660879,0
17.82,121,104.09822,16.9017799,0.0227698472,0
17.84,120,104.044508,15.955492,0.0231854396,0
17.86,114,103.990668,10.0093316,0.0236132908,0
17.88,113,103.936701,9.06329853,0.0240538478,0
17.9,110,103.882607,6.11739251,0.0245075809,0
17.92,108,103.828387,4.17161327,0.0249749846,0
17.94,96,103.774039,-7.77403949,0.0254565785,0
17.96,89,103.719566,-14.7195661,0.0259529096,0
17.98,92,103.664967,-11.664967,0.0264645531,0
18,114,103.610243,10.3897574,0.0269921144,0
18.02,116,103.555393,12.4446067,0.0275362311,0
18.04,117,103.50042,13.4995804,0.0280975742,0
18.06,105,103.445322,1.55467787,0.0286768511,0
18.08,89,103.390101,-14.3901014,0.0292748071,0
18.1,98,103.334758,-5.3347581,0.0298922282,0
18.12,112,103.279293,8.72070713,0.0305299434,0
18.14,86,103.223706,-17.2237065,0.0311888277,0
18.16,98,103.168,-5.16799971,0.0318698052,0
18.18,122,103.112173,18.8878266,0.0325738519,0
18.2,110,103.056229,6.94377148,0.0333019996,0
18.22,93,103.000166,-10.000166,0.0340553397,0
18.24,87,102.943987,-15.9439869,0.0348350269,0
18.26,108,102.887692,5.1123076,0.0356422843,0
18.28,117,102.831284,14.1687164,0.0364784074,0
18.3,99,102.774762,-3.77476195,0.0373447706,0
18.32,98,102.718129,-4.7181287,0.0382428303,0
18.34,113,102.661385,10.3386146,0.0391741303,0
18.36,121,102.604534,18.3954665,0.0401403164,0
18.38,111,102.547575,8.45242508,0.0411431353,0
18.4,104,102.490511,1.50948871,0.0421844454,0
18.42,96,102.433345,-6.43334461,0.0432662252,0
18.44,106,102.376077,3.62392305,0.0443905828,0
18.46,112,102.318711,9.68128948,0.045559766,0
18.48,86,102.261248,-16.2612477,0.0467761737,0
18.5,123,102.203691,20.796309,0.0480423681,0
18.52,89,102.146043,-13.1460433,0.0493610883,0
18.54,126,102.088307,23.9116927,0.0507352649,0
18.56,102,102.030486,-0.030486292,0.0521680365,0
18.58,86,101.972584,-15.9725836,0.0536627676,0
18.6,101,101.914603,-0.914602885,0.0552230682,0
18.62,111,101.856548,9.14345199,0.0568528155,0
18.64,107,101.798423,5.20157682,0.0585561786,0
18.66,111,101.740233,9.25976708,0.0603376444,0
18.68,116,101.681982,14.3180179,0.0622020474,0
18.7,100,101.623676,-1.62367598,0.0641546028,0
18.72,98,101.56532,-3.56532025,0.0662009426,0
18.74,116,101.506921,14.493079,0.0683471563,0
18.76,86,101.448485,-15.448485,0.0705998365,0
18.78,107,101.390019,5.60998059,0.0729661291,0
18.8,100,101.331532,-1.33153203,0.0754537901,0
18.82,110,101.273031,8.7269686,0.0780712494,0
18.84,130,101.214527,28.7854732,0.0808276819,0
18.86,106,101.156028,4.84397178,0.0837330882,0
18.88,105,101.097547,3.9024532,0.0867983854,0
18.9,95,101.039095,-6.03909452,0.090035509,0
18.92,109,100.980685,8.01931542,0.0934575303,0
18.94,104,100.922331,3.07766859,0.0970787873,0
18.96,104,100.864051,3.13594909,0.100915035,0
18.98,111,100.805861,10.1941395,0.104983619,0
19,101,100.74778,0.25222046,0.109303669,0
19.02,109,100.689829,8.31017078,0.113896322,0
19.04,90,100.632033,-10.6320331,0.11878499,0
19.06,110,100.574417,9.42558266,0.123995646,0
19.08,101,100.517011,0.482989055,0.129557179,0
19.1,96,100.459846,-4.45984629,0.135501792,0
19.12,118,100.40296,17.5970405,0.141865466,0
19.14,108,100.346391,7.65360889,0.148688507,0
19.16,106,100.290187,5.70981349,0.156016188,0
19.18,104,100.234397,3.76560313,0.163899494,0
19.2,95,100.17908,-5.17907998,0.172396016,0
19.22,113,100.124301,12.8756987,0.181571,0
19.24,120,100.070135,19.9298649,0.191498605,0
19.26,102,100.016666,1.9833338,0.202263401,0
19.28,107,99.9639916,7.03600838,0.213962172,0
19.3,121,99.9122227,21.0877773,0.226706098,0
19.32,78,99.8614879,-21.8614879,0.240623399,0
19.34,99,99.8119359,-0.81193594,0.255862566,0
19.36,82,99.7637397,-17.7637397,0.272596327,0
19.38,130,99.7171014,30.2828986,0.291026555,0
19.4,94,99.6722583,-5.67225834,0.311390366,0
19.42,98,99.6294907,-1.62949073,0.333967763,0
19.44,103,99.5891314,3.41086865,0.359091278,0
19.46,96,99.5515778,-3.55157782,0.38715825,0
19.48,110,99.5173083,10.4826917,0.418646568,0
19.5,86,99.4869018,-13.4869018,0.45413506,0
19.52,109,99.461065,9.538935,0.494330157,0
19.54,103,99.4406675,3.55933246,0.540101127,0
19.56,102,99.4267888,2.57321116,0.592527171,0
19.58,110,99.420782,10.579218,0.652961153,0
19.6,98,99.4243614,-1.42436136,0.723116996,0
19.62,104,99.4397237,4.56027635,0.805191292,0
19.64,114,99.4697204,14.5302796,0.902035275,0
19.66,109,99.5181059,9.48189415,1.01740275,0
19.68,92,99.5899034,-7.58990336,1.15631692,0
19.7,93,99.6919708,-6.69197079,1.32563529,0
19.72,104,99.8339227,4.16607728,1.53497214,0
19.74,93,100.029738,-7.02973837,1.79830638,0
19.76,112,100.300671,11.6993285,2.13689142,0
19.78,105,100.680418,4.3195816,2.58442331,0
19.8,99,101.223597,-2.2235967,3.19551928,0
19.82,120,102.017724,17.9822764,4.05769619,0
19.84,91,103.195149,-12.1951495,5.30330419,0
19.86,109,104.931325,4.06867511,7.10779341,0
19.88,105,107.405495,-2.40549541,9.65040909,0
19.9,101,110.71594,-9.7159398,13.0294297,0
19.92,98,114.752599,-16.7525989,17.1347956,0
19.94,107,118.995706,-11.995706,21.4467399,0
19.96,99,122.300556,-23.3005559,24.8205569,0
19.98,104,123.206761,-19.2067608,25.7958586,0
20,93,121.354513,-28.3545126,24.0128364,0
20.02,92,117.865204,-25.8652043,20.5928829,0
20.04,72,113.787407,-41.787407,16.5845689,0
20.06,105,109.80845,-4.80845006,12.6752234,0
20.08,102,106.459329,-4.45932924,9.39584173,0
20.1,97,103.921869,-6.92186902,6.92824803,0
20.12,94,102.10286,-8.1028596,5.17923208,0
20.14,101,100.823269,0.176730673,3.96976186,0
20.16,111,99.9155579,11.0844421,3.13229661,0
20.18,114,99.2525038,14.7474962,2.53961451,0
20.2,100,98.7481556,1.2518444,2.1057637,0
20.22,97,98.3486267,-1.34862671,1.77685713,0
20.24,94,98.0211215,-4.02112149,1.52009879,0
20.26,97,97.7453129,-0.745312889,1.3151612,0
20.28,94,97.5079566,-3.5079566,1.14879964,0
20.3,98,97.2999421,0.70005786,1.01190321,0
20.32,94,97.1147367,-3.11473666,0.897938628,0
20.34,105,96.9475232,8.05247677,0.80208854,0
20.36,92,96.7946802,-4.79468023,0.720730905,0
20.38,94,96.6534427,-2.65344265,0.651100265,0
20.4,80,96.5216712,-16.5216712,0.591056907,0
20.42,86,96.3976909,-10.3976909,0.538925337,0
20.44,87,96.2801756,-9.28017562,0.493379106,0
20.46,107,96.1680651,10.8319349,0.453357464,0
20.48,97,96.0605037,0.939496273,0.418004228,0
20.5,113,95.9567948,17.0432052,0.386622372,0
20.52,91,95.8563668,-4.85636683,0.35863992,0
20.54,90,95.7587474,-5.75874745,0.333584031,0
20.56,86,95.6635435,-9.66354354,0.311061132,0
20.58,84,95.5704259,-11.5704259,0.290741521,0
20.6,104,95.4791171,8.5208829,0.272347351,0
20.62,83,95.3893822,-12.3893822,0.25564316,0
20.64,99,95.3010211,3.69897894,0.240428354,0
20.66,115,95.2138624,19.7861376,0.226531202,0
20.68,89,95.1277591,-6.1277591,0.213803998,0
20.7,95,95.0425839,-0.0425839399,0.202119141,0
20.72,110,94.9582268,15.0417732,0.191365948,0
20.74,103,94.8745917,8.12540832,0.181448029,0
20.76,92,94.7915949,-2.79159493,0.172281135,0
20.78,92,94.7091631,-2.70916311,0.163791366,0
20.8,65,94.6272317,-29.6272317,0.155913687,0
20.82,93,94.5457438,-1.54574375,0.148590681,0
20.84,107,94.464649,12.535351,0.141771504,0
20.86,88,94.3839027,-6.38390268,0.135411002,0
20.88,92,94.3034652,-2.3034652,0.129468963,0
20.9,95,94.2233011,0.776698938,0.123909409,0
20.92,89,94.1433786,-5.1433786,0.118700154,0
20.94,84,94.0636695,-10.0636695,0.113812328,0
20.96,93,93.9841482,-0.984148172,0.109219936,0
20.98,84,93.9047918,-9.90479176,0.104899477,0
21,82,93.8255793,-11.8255793,0.100829516,0
21.02,81,93.7464902,-12.7464902,0.0969888644,0
21.04,101,93.6675127,7.3324873,0.0933652851,0
21.06,78,93.5886316,-15.5886316,0.0899430567,0
21.08,79,93.5098309,-14.5098309,0.0867055551,0
21.1,92,93.431098,-1.43109797,0.0836397248,0
21.12,85,93.3524215,-8.35242152,0.0807336433,0
21.14,87,93.2737911,-6.27379115,0.077976405,0
21.16,92,93.1951974,-1.19519743,0.0753580189,0
21.18,90,93.1166317,-3.11663175,0.0728693185,0
21.2,83,93.0380862,-10.0380862,0.0705018809,0
21.22,81,92.9595537,-11.9595537,0.0682479559,0
21.24,93,92.8810275,0.118972473,0.0661004028,0
21.26,90,92.8025017,-2.80250173,0.0640526333,0
21.28,78,92.7239708,-14.7239708,0.0620985613,0
21.3,113,92.6454296,20.3545704,0.0602325577,0
21.32,89,92.5668736,-3.56687356,0.0584494097,0
21.34,92,92.4882984,-0.488298384,0.0567442845,0
21.36,104,92.4097002,11.5902998,0.0551126965,0
21.38,82,92.3310753,-10.3310753,0.0535504779,0
21.4,87,92.2524205,-5.25242051,0.0520537518,0
21.42,94,92.1737327,1.82626725,0.0506189085,0
21.44,96,92.0950092,3.90499077,0.0492425834,0
21.46,100,92.0162474,7.98375259,0.0479216378,0
21.48,91,91.9374449,-0.937444936,0.0466531402,0
21.5,79,91.8585997,-12.8585997,0.0454343507,0
21.52,85,91.7797096,-6.77970959,0.044262706,0
21.54,70,91.7007729,-21.7007729,0.0431358059,0
21.56,94,91.621788,2.37821195,0.042051401,0
21.58,88,91.5427534,-3.54275339,0.0410073813,0
21.6,103,91.4636676,11.5363324,0.0400017664,0
21.62,91,91.3845294,-0.384529395,0.0390326957,0
21.64,100,91.3053376,8.69466236,0.0380984199,0
21.66,82,91.2260913,-9.2260913,0.037197293,0
21.68,97,91.1467894,5.85321059,0.0363277654,0
21.7,89,91.0674311,-2.06743113,0.0354883769,0
21.72,94,90.9880157,3.01198431,0.0346777507,0
21.74,86,90.9085424,-4.9085424,0.0338945876,0
21.76,79,90.8290106,-11.8290106,0.0331376611,0
21.78,90,90.7494199,-0.74941988,0.0324058124,0
21.8,74,90.6697696,-16.6697696,0.0316979457,0
21.82,102,90.5900595,11.4099405,0.0310130247,0
21.84,81,90.5104171,-9.51041711,0.0304781429,0
21.86,97,90.4356825,6.56431748,0.0349326338,0
21.88,86,90.3723155,-4.3723155,0.0508356969,0
21.9,70,90.3326577,-20.3326577,0.0905283613,0
21.92,77,90.400493,-13.400493,0.237793834,0
21.94,75,90.3217059,-15.3217059,0.238516074,0
21.96,91,90.2428694,0.75713064,0.239267275,0
21.98,81,90.1639833,-9.16398335,0.240046904,0
22,87,90.085048,-3.08504805,0.240854467,0
22.02,98,90.0060636,7.99393637,0.2416895,0
22.04,81,89.9270303,-8.9270303,0.242551574,0
22.06,88,89.8479483,-1.84794829,0.243440288,0
22.08,90,89.7688179,0.231182132,0.244355271,0
22.1,85,89.6896393,-4.68963933,0.245296181,0
22.12,94,89.610413,4.38958699,0.246262698,0
22.14,83,89.5311392,-6.53113924,0.247254531,0
22.16,83,89.4518184,-6.4518184,0.248271409,0
22.18,80,89.3724509,-9.3724509,0.249313086,0
22.2,89,89.2930371,-0.293037141,0.250379338,0
22.22,72,89.2135776,-17.2135776,0.251469958,0
22.24,88,89.1340727,-1.13407268,0.252584763,0
22.26,89,89.0545229,-0.0545229146,0.253723585,0
22.28,87,88.9749288,-1.9749288,0.254886278,0
22.3,91,88.8952908,2.10470917,0.256072694,0
22.32,82,88.8156095,-6.81560947,0.257282631,0
22.34,89,88.7358852,0.264114775,0.258515949,0
22.36,86,88.6561186,-2.65611862,0.259772519,0
22.38,91,88.5763102,2.42368982,0.261052191,0
22.4,105,88.4964603,16.5035397,0.262354748,0
22.42,85,88.4165692,-3.41656921,0.263679682,0
