16.5001	0
16.5251	0
16.5501	0
16.5751	0
16.6001	0
16.6251	0
16.6501	0
16.6751	0
16.7001	0
16.7251	0
16.7501	0
16.7751	0
16.8001	0
16.8251	0
16.8501	0
16.8751	0
16.9001	0
16.9251	0
16.9501	0
16.9751	0
17.0001	0
17.0251	0
17.0501	0
17.0751	0
17.1001	0
17.1251	0
17.1501	0
17.1751	0
17.2001	0
17.2251	0
17.2501	0
17.2751	0
17.3001	0
17.3251	0
17.3501	0
17.3751	0
17.4001	0
17.4251	0
17.4501	0
17.4751	0
17.5001	0
17.5251	0
17.5501	0
17.5751	0
17.6001	0
17.6251	0
17.6501	0
17.6751	0
17.7001	0
17.7251	0
17.7501	0
17.7751	0
17.8001	0
17.8251	0
17.8501	0
17.8751	0
17.9001	0
17.9251	0
17.9501	0
17.9751	0
18.0001	0
18.0251	0
18.0501	0
18.0751	0
18.1001	0
18.1251	0
18.1501	0
18.1751	0
18.2001	0
18.2251	0
18.2501	0
18.2751	0
18.3001	0
18.3251	0
18.3501	0
18.3751	0
18.4001	0
18.4251	0
18.4501	0
18.4751	0
18.5001	0
18.5251	0
18.5501	0
18.5751	0
18.6001	0
18.6251	0
18.6501	0
18.6751	0
18.7001	0
18.7251	0
18.7501	0
18.7751	0
18.8001	0
18.8251	0
18.8501	0
18.8751	0
18.9001	0
18.9251	0
18.9501	0
18.9751	0
19.0001	0
19.0251	0
19.0501	0
19.0751	0
19.1001	0
19.1251	0
19.1501	0
19.1751	0
19.2001	0
19.2251	0
19.2501	0
19.2751	0
19.3001	0
19.3251	0
19.3501	0
19.3751	0
19.4001	0
19.4251	0
19.4501	0
19.4751	0
19.5001	0
19.5251	0
19.5501	0
19.5751	0
19.6001	0
19.6251	0
19.6501	0
19.6751	0
19.7001	0
19.7251	0
19.7501	0
19.7751	0
19.8001	0
19.8251	0
19.8501	0
19.8751	0
19.9001	0
19.9251	0
19.9501	0
19.9751	0
20.0001	0
20.0251	0
20.0501	0
20.0751	0
20.1001	0
20.1251	0
20.1501	0
20.1751	0
20.2001	0
20.2251	0
20.2501	0
20.2751	0
20.3001	0
20.3251	0
20.3501	0
20.3751	0
20.4001	0
20.4251	0
20.4501	0
20.4751	0
20.5001	0
20.5251	0
20.5501	0
20.5751	0
20.6001	0
20.6251	0
20.6501	0
20.6751	0
20.7001	0
20.7251	0
20.7501	0
20.7751	0
20.8001	0
20.8251	0
20.8501	0
20.8751	0
20.9001	0
20.9251	0
20.9501	0
20.9751	0
21.0001	0
21.0251	0
21.0501	0
21.0751	0
21.1001	0
21.1251	0
21.1501	0
21.1751	0
21.2001	0
21.2251	0
21.2501	0
21.2751	0
21.3001	0
21.3251	0
21.3501	0
21.3751	0
21.4001	242.82457
21.4251	242.84418
21.4501	242.90191
21.4751	243.02183
21.5001	243.28299
21.5251	243.88668
21.5501	243.92808
21.5751	243.97353
21.6001	244.02302
21.6251	244.07656
21.6501	244.13414
21.6751	244.19577
21.7001	244.26147
21.7251	244.33125
21.7501	244.40515
21.7751	244.4832
21.8001	244.56543
21.8251	244.65361
21.8501	244.76594
21.8751	244.91763
21.9001	245.1332
21.9251	245.49242
21.9501	246.19735
21.9751	246.34528
22.0001	246.49985
22.0251	246.66134
22.0501	246.83004
22.0751	247.00631
22.1001	247.1905
22.1251	247.38305
22.1501	247.5844
22.1751	247.79506
22.2001	248.01562
22.2251	248.24669
22.2501	248.48898
22.2751	248.74328
22.3001	249.01045
22.3251	249.29148
22.3501	249.58745
22.3751	249.89959
